latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,city
50.9039,-120.6125,313.7,2.4,1.5,2011-08-24,2140,Aqua,MODIS,73,6.03,288.2,37.0,D,0,Kamloops
51.0049,-120.0016,305.3,1.0,1.0,2011-10-17,1917,Terra,MODIS,51,6.03,277.1,9.5,D,0,Kamloops
51.0026,-119.9874,379.5,1.0,1.0,2011-10-17,1917,Terra,MODIS,100,6.03,283.7,163.5,D,0,Kamloops
51.0002,-119.9731,358.1,1.0,1.0,2011-10-17,1917,Terra,MODIS,99,6.03,280.3,88.6,D,0,Kamloops
50.9937,-119.9913,307.5,1.0,1.0,2011-10-17,1917,Terra,MODIS,66,6.03,277.8,11.7,D,0,Kamloops
50.9913,-119.977,303.3,1.0,1.0,2011-10-17,1917,Terra,MODIS,56,6.03,277.9,8.7,D,0,Kamloops
50.9866,-119.9484,349.8,1.0,1.0,2011-10-17,1917,Terra,MODIS,96,6.03,278.4,69.4,D,0,Kamloops
50.9842,-119.9337,337.5,1.0,1.0,2011-10-17,1917,Terra,MODIS,91,6.03,276.9,46.1,D,0,Kamloops
50.9777,-119.9522,342.2,1.0,1.0,2011-10-17,1917,Terra,MODIS,93,6.03,278.4,53.6,D,0,Kamloops
50.9753,-119.9378,359.4,1.0,1.0,2011-10-17,1917,Terra,MODIS,99,6.03,279.1,94.2,D,0,Kamloops
50.9625,-119.9285,313.2,1.1,1.0,2011-10-17,2103,Aqua,MODIS,42,6.03,280.1,14.7,D,0,Kamloops
50.9606,-119.9434,321.3,1.1,1.0,2011-10-17,2103,Aqua,MODIS,69,6.03,281.1,22.4,D,0,Kamloops
50.9697,-119.9467,340.3,1.1,1.0,2011-10-17,2103,Aqua,MODIS,90,6.03,280.4,48.6,D,0,Kamloops
50.9807,-119.9343,322.6,1.1,1.0,2011-10-17,2103,Aqua,MODIS,61,6.03,276.9,23.6,D,0,Kamloops
50.9788,-119.9495,371.0,1.1,1.0,2011-10-17,2103,Aqua,MODIS,100,6.03,282.8,132.0,D,0,Kamloops
50.9934,-119.9846,356.3,1.1,1.0,2011-10-17,2103,Aqua,MODIS,98,6.03,283.8,86.5,D,0,Kamloops
50.9916,-119.9992,302.4,1.1,1.0,2011-10-17,2103,Aqua,MODIS,21,6.03,279.8,7.3,D,0,Kamloops
51.0025,-119.9871,303.1,1.1,1.0,2011-10-17,2103,Aqua,MODIS,55,6.03,278.6,8.9,D,0,Kamloops
51.0007,-120.0019,309.7,1.1,1.0,2011-10-17,2103,Aqua,MODIS,69,6.03,278.6,13.1,D,0,Kamloops
50.9485,-119.8996,344.6,2.2,1.4,2011-10-20,2134,Aqua,MODIS,94,6.03,278.0,173.4,D,0,Kamloops
50.9344,-119.9045,307.8,2.2,1.4,2011-10-20,2134,Aqua,MODIS,45,6.03,277.8,33.3,D,0,Kamloops
50.9473,-119.9068,339.9,2.2,1.4,2011-10-20,2134,Aqua,MODIS,92,6.03,278.8,144.3,D,0,Kamloops
50.9714,-119.9892,325.1,1.6,1.2,2011-10-23,1840,Terra,MODIS,79,6.03,275.8,52.9,D,0,Kamloops
50.9649,-119.9736,317.3,1.5,1.2,2011-10-23,2026,Aqua,MODIS,77,6.03,276.6,34.7,D,0,Kamloops
50.9598,-119.9977,336.3,1.5,1.2,2011-10-23,2026,Aqua,MODIS,90,6.03,279.5,75.8,D,0,Kamloops
50.9756,-119.9773,334.3,1.5,1.2,2011-10-23,2026,Aqua,MODIS,84,6.03,274.7,67.2,D,0,Kamloops
50.9707,-120.0009,379.2,1.5,1.2,2011-10-23,2026,Aqua,MODIS,94,6.03,282.5,279.7,D,0,Kamloops
50.9914,-120.0122,300.3,1.5,1.2,2011-10-23,2026,Aqua,MODIS,18,6.03,276.0,12.1,D,0,Kamloops
51.1151,-120.3786,315.8,1.1,1.0,2011-10-24,1923,Terra,MODIS,76,6.03,272.8,20.9,D,0,Kamloops
51.1178,-120.3938,322.6,1.1,1.0,2011-10-24,1923,Terra,MODIS,77,6.03,272.8,28.1,D,0,Kamloops
51.0187,-119.8893,319.3,1.1,1.1,2011-10-24,1923,Terra,MODIS,68,6.03,274.0,23.5,D,0,Kamloops
51.0159,-119.8741,338.0,1.1,1.1,2011-10-24,1923,Terra,MODIS,86,6.03,270.6,52.0,D,0,Kamloops
51.0122,-119.9086,325.9,1.1,1.1,2011-10-24,1923,Terra,MODIS,81,6.03,274.1,30.8,D,0,Kamloops
51.0095,-119.8937,404.8,1.1,1.1,2011-10-24,1923,Terra,MODIS,100,6.03,282.0,342.8,D,0,Kamloops
51.0066,-119.8775,337.4,1.1,1.1,2011-10-24,1923,Terra,MODIS,90,6.03,275.5,49.4,D,0,Kamloops
51.0043,-119.8873,319.6,1.2,1.1,2011-10-24,2109,Aqua,MODIS,43,6.03,274.2,24.2,D,0,Kamloops
51.0091,-119.8606,340.3,1.2,1.1,2011-10-24,2109,Aqua,MODIS,52,6.03,276.1,56.0,D,0,Kamloops
51.0056,-119.8931,328.3,1.2,1.1,2011-10-24,2109,Aqua,MODIS,65,6.03,275.0,36.7,D,0,Kamloops
51.0204,-119.8469,393.0,1.2,1.1,2011-10-24,2109,Aqua,MODIS,94,6.03,278.4,271.9,D,0,Kamloops
51.0187,-119.8634,368.3,1.2,1.1,2011-10-24,2109,Aqua,MODIS,95,6.03,278.9,140.0,D,0,Kamloops
51.0168,-119.8802,346.0,1.2,1.1,2011-10-24,2109,Aqua,MODIS,76,6.03,276.3,68.5,D,0,Kamloops
51.0151,-119.8967,327.3,1.2,1.1,2011-10-24,2109,Aqua,MODIS,85,6.03,274.4,36.2,D,0,Kamloops
51.0134,-119.9121,308.3,1.2,1.1,2011-10-24,2109,Aqua,MODIS,67,6.03,271.9,14.8,D,0,Kamloops
51.0735,-119.9224,309.1,3.3,1.7,2011-10-25,2006,Terra,MODIS,52,6.03,270.4,69.6,D,0,Kamloops
51.035,-119.8961,311.0,3.3,1.7,2011-10-25,2006,Terra,MODIS,58,6.03,273.5,76.5,D,0,Kamloops
51.0339,-119.9527,311.8,3.3,1.7,2011-10-25,2006,Terra,MODIS,71,6.03,269.9,80.9,D,0,Kamloops
51.0403,-119.9589,316.4,2.1,1.4,2011-10-25,2014,Aqua,MODIS,44,6.03,272.3,47.7,D,0,Kamloops
51.0654,-119.9102,315.4,2.1,1.4,2011-10-25,2014,Aqua,MODIS,68,6.03,272.9,47.6,D,0,Kamloops
51.0589,-119.9378,307.7,2.1,1.4,2011-10-25,2014,Aqua,MODIS,25,6.03,273.3,30.5,D,0,Kamloops
51.0288,-119.9903,304.5,3.8,1.8,2011-10-25,2152,Aqua,MODIS,45,6.03,270.7,68.8,D,0,Kamloops
51.035,-119.9479,300.9,3.8,1.8,2011-10-25,2152,Aqua,MODIS,26,6.03,272.4,54.7,D,0,Kamloops
51.0342,-119.9938,302.4,3.8,1.8,2011-10-25,2152,Aqua,MODIS,42,6.03,272.0,59.5,D,0,Kamloops
51.0801,-119.9204,302.1,1.1,1.0,2011-10-26,0539,Terra,MODIS,46,6.03,270.2,10.5,N,0,Kamloops
51.0713,-119.9163,303.7,1.1,1.0,2011-10-26,0539,Terra,MODIS,46,6.03,269.5,11.2,N,0,Kamloops
51.0825,-119.9061,300.6,1.0,1.0,2011-10-26,0539,Terra,MODIS,30,6.03,270.6,9.5,N,0,Kamloops
50.9982,-119.8906,309.7,1.9,1.3,2011-10-27,0622,Terra,MODIS,78,6.03,270.6,37.9,N,0,Kamloops
51.0047,-119.8731,301.7,1.9,1.3,2011-10-27,0622,Terra,MODIS,34,6.03,270.2,23.0,N,0,Kamloops
51.054,-120.4321,302.1,3.4,1.7,2011-10-27,1816,Terra,MODIS,18,6.03,270.2,51.1,D,0,Kamloops
51.0433,-120.3928,318.3,3.4,1.7,2011-10-27,1816,Terra,MODIS,78,6.03,271.0,129.0,D,0,Kamloops
50.1996,-119.8772,306.2,2.6,1.6,2011-10-27,2140,Aqua,MODIS,63,6.03,271.9,45.2,D,0,Kamloops
50.2136,-119.8775,347.9,2.6,1.6,2011-10-27,2140,Aqua,MODIS,95,6.03,272.3,251.5,D,0,Kamloops
51.035,-120.435,324.6,2.5,1.5,2011-10-27,2140,Aqua,MODIS,83,6.03,269.2,101.5,D,0,Kamloops
51.0423,-120.4035,307.1,2.5,1.5,2011-10-27,2140,Aqua,MODIS,65,6.03,268.4,47.1,D,0,Kamloops
51.0405,-120.4405,326.3,2.5,1.5,2011-10-27,2140,Aqua,MODIS,80,6.03,269.4,111.5,D,0,Kamloops
51.068,-120.4425,350.8,2.5,1.5,2011-10-27,2140,Aqua,MODIS,84,6.03,270.5,257.0,D,0,Kamloops
50.2793,-119.8294,309.3,1.3,1.1,2011-10-29,0609,Terra,MODIS,77,6.03,265.6,22.5,N,0,Kamloops
50.2775,-119.8472,305.9,1.3,1.1,2011-10-29,0609,Terra,MODIS,66,6.03,270.0,19.0,N,0,Kamloops
51.0433,-120.4308,307.3,1.6,1.3,2011-10-29,1942,Terra,MODIS,29,6.03,266.0,24.1,D,0,Kamloops
50.9516,-120.465,336.9,1.2,1.1,2011-10-31,1929,Terra,MODIS,90,6.03,269.7,57.7,D,0,Kamloops
50.9484,-120.4477,328.6,1.2,1.1,2011-10-31,1929,Terra,MODIS,80,6.03,270.4,42.0,D,0,Kamloops
50.942,-120.4688,306.0,1.2,1.1,2011-10-31,1929,Terra,MODIS,59,6.03,269.3,16.4,D,0,Kamloops
50.915,-120.4669,336.3,1.3,1.1,2011-10-31,2115,Aqua,MODIS,64,6.03,272.8,56.1,D,0,Kamloops
50.9268,-120.452,320.2,1.3,1.1,2011-10-31,2115,Aqua,MODIS,31,6.03,272.0,28.6,D,0,Kamloops
50.9249,-120.4702,318.5,1.3,1.1,2011-10-31,2115,Aqua,MODIS,35,6.03,272.3,26.4,D,0,Kamloops
50.9457,-120.4659,337.9,1.3,1.1,2011-10-31,2115,Aqua,MODIS,88,6.03,272.8,61.3,D,0,Kamloops
50.2788,-119.8579,318.0,4.2,1.9,2011-11-01,2012,Terra,MODIS,0,6.03,266.3,169.3,D,0,Kamloops
50.2691,-119.838,380.6,1.8,1.3,2011-11-01,2020,Aqua,MODIS,100,6.03,278.0,388.3,D,0,Kamloops
50.3373,-119.8575,317.6,1.1,1.0,2011-11-02,1917,Terra,MODIS,0,6.03,266.7,19.4,D,0,Kamloops
50.3878,-120.5574,367.6,1.0,1.0,2011-11-02,1917,Terra,MODIS,97,6.03,267.7,0.0,D,0,Kamloops
50.3856,-120.5435,419.7,1.0,1.0,2011-11-02,1917,Terra,MODIS,100,6.03,282.5,0.0,D,0,Kamloops
50.3169,-119.8501,353.7,1.1,1.0,2011-11-02,1917,Terra,MODIS,46,6.03,268.9,75.2,D,0,Kamloops
50.3788,-120.5442,379.3,1.0,1.0,2011-11-02,2103,Aqua,MODIS,0,6.03,269.0,162.1,D,0,Kamloops
50.3769,-120.5582,340.1,1.0,1.0,2011-11-02,2103,Aqua,MODIS,0,6.03,266.5,50.8,D,0,Kamloops
50.3878,-120.5469,387.3,1.0,1.0,2011-11-02,2103,Aqua,MODIS,0,6.03,272.7,198.2,D,0,Kamloops
50.9922,-120.6079,312.5,2.9,1.6,2011-11-03,1822,Terra,MODIS,51,6.03,268.2,81.0,D,0,Kamloops
50.381,-120.5475,333.5,2.8,1.6,2011-11-03,2000,Terra,MODIS,79,6.03,275.2,167.5,D,0,Kamloops
50.3902,-120.5824,307.4,2.8,1.6,2011-11-03,2000,Terra,MODIS,62,6.03,272.6,53.0,D,0,Kamloops
50.3788,-120.5583,330.4,2.7,1.6,2011-11-03,2008,Aqua,MODIS,0,6.03,272.5,146.5,D,0,Kamloops
50.3819,-120.5681,323.6,2.7,1.6,2011-11-03,2008,Aqua,MODIS,0,6.03,271.9,113.6,D,0,Kamloops
51.0089,-120.5228,306.5,1.3,1.1,2011-11-06,1853,Terra,MODIS,63,6.03,267.3,17.2,D,0,Kamloops
51.0045,-120.579,317.2,1.3,1.1,2011-11-06,1853,Terra,MODIS,56,6.03,268.3,27.2,D,0,Kamloops
50.9958,-120.588,348.4,1.3,1.1,2011-11-06,1853,Terra,MODIS,95,6.03,269.9,87.9,D,0,Kamloops
51.0016,-120.5189,313.7,1.2,1.1,2011-11-06,2039,Aqua,MODIS,50,6.03,268.1,21.2,D,0,Kamloops
50.9892,-120.5852,312.0,1.2,1.1,2011-11-06,2039,Aqua,MODIS,65,6.03,269.1,20.5,D,0,Kamloops
50.9861,-120.6019,304.8,1.2,1.1,2011-11-06,2039,Aqua,MODIS,60,6.03,269.3,14.5,D,0,Kamloops
51.0079,-120.5398,322.2,1.2,1.1,2011-11-06,2039,Aqua,MODIS,70,6.03,268.6,31.2,D,0,Kamloops
50.9987,-120.5895,330.1,1.2,1.1,2011-11-06,2039,Aqua,MODIS,87,6.03,269.6,43.7,D,0,Kamloops
50.2586,-119.8495,325.5,1.6,1.2,2011-11-08,1841,Terra,MODIS,60,6.03,269.0,50.9,D,0,Kamloops
51.081,-120.4117,354.7,1.0,1.0,2011-11-11,2057,Aqua,MODIS,85,6.03,272.0,74.0,D,0,Kamloops
51.0898,-120.4148,318.5,1.0,1.0,2011-11-11,2057,Aqua,MODIS,49,6.03,271.2,18.7,D,0,Kamloops
50.9404,-120.17,300.7,1.1,1.0,2011-11-13,2045,Aqua,MODIS,40,6.03,273.2,9.7,D,0,Kamloops
51.0223,-119.9064,313.4,1.1,1.0,2011-11-13,2045,Aqua,MODIS,74,6.03,271.0,19.0,D,0,Kamloops
50.3188,-120.5676,366.8,1.2,1.1,2011-11-14,0609,Terra,MODIS,100,6.03,271.3,151.2,N,0,Kamloops
50.3206,-120.5505,335.0,1.2,1.1,2011-11-14,0609,Terra,MODIS,100,6.03,267.8,56.0,N,0,Kamloops
50.3305,-120.5529,306.7,1.2,1.1,2011-11-14,0609,Terra,MODIS,69,6.03,266.2,18.5,N,0,Kamloops
50.3286,-120.5704,324.0,1.2,1.1,2011-11-14,0609,Terra,MODIS,100,6.03,265.9,38.3,N,0,Kamloops
50.325,-120.5558,315.0,1.0,1.0,2011-11-14,1017,Aqua,MODIS,90,6.03,266.1,19.9,N,0,Kamloops
50.3984,-120.5098,381.2,1.4,1.2,2011-11-15,1847,Terra,MODIS,82,6.03,271.7,275.9,D,0,Kamloops
50.2803,-120.7691,326.6,1.5,1.2,2011-11-15,2032,Aqua,MODIS,80,6.03,269.1,53.2,D,0,Kamloops
50.3863,-120.5234,302.5,1.4,1.2,2011-11-15,2032,Aqua,MODIS,40,6.03,267.2,18.2,D,0,Kamloops
50.3902,-120.5303,343.9,1.4,1.2,2011-11-15,2032,Aqua,MODIS,61,6.03,270.9,92.6,D,0,Kamloops
50.4747,-120.3872,335.0,1.4,1.2,2011-11-15,2032,Aqua,MODIS,89,6.03,269.8,65.6,D,0,Kamloops
50.4711,-120.4054,301.8,1.4,1.2,2011-11-15,2032,Aqua,MODIS,44,6.03,268.3,14.5,D,0,Kamloops
50.4848,-120.3921,347.1,1.4,1.2,2011-11-15,2032,Aqua,MODIS,95,6.03,269.2,100.8,D,0,Kamloops
50.4811,-120.4105,324.3,1.4,1.2,2011-11-15,2032,Aqua,MODIS,83,6.03,267.9,45.2,D,0,Kamloops
50.4983,-120.411,361.7,1.2,1.1,2011-11-22,2038,Aqua,MODIS,100,6.03,272.3,126.0,D,0,Kamloops
50.5015,-120.4,319.4,1.2,1.1,2011-11-22,2038,Aqua,MODIS,79,6.03,269.3,29.2,D,0,Kamloops
50.4985,-120.4163,341.9,1.2,1.1,2011-11-22,2038,Aqua,MODIS,93,6.03,272.5,68.8,D,0,Kamloops
50.4823,-120.3863,345.6,1.2,1.1,2011-11-22,2038,Aqua,MODIS,94,6.03,270.2,77.2,D,0,Kamloops
50.5686,-120.6773,314.7,1.0,1.0,2011-11-25,0551,Terra,MODIS,90,6.03,267.0,19.4,N,0,Kamloops
50.5738,-120.6682,306.2,2.3,1.5,2011-11-28,1954,Terra,MODIS,54,6.03,266.6,40.3,D,0,Kamloops
50.5405,-120.6808,306.6,2.4,1.5,2011-11-28,2140,Aqua,MODIS,55,6.03,266.9,44.7,D,0,Kamloops
50.5627,-120.6545,328.5,2.4,1.5,2011-11-28,2140,Aqua,MODIS,67,6.03,268.6,117.0,D,0,Kamloops
51.1653,-120.655,317.8,1.6,1.2,2011-11-30,1942,Terra,MODIS,75,6.03,268.5,38.8,D,0,Kamloops
50.4156,-120.6207,342.3,1.6,1.3,2011-11-30,1942,Terra,MODIS,70,6.03,269.0,110.1,D,0,Kamloops
50.411,-120.5997,304.0,1.7,1.3,2011-11-30,1942,Terra,MODIS,41,6.03,268.3,23.0,D,0,Kamloops
50.4173,-120.6261,326.2,1.6,1.3,2011-11-30,1942,Terra,MODIS,59,6.03,268.7,59.7,D,0,Kamloops
50.4128,-120.6051,323.7,1.7,1.3,2011-11-30,1942,Terra,MODIS,46,6.03,268.7,53.3,D,0,Kamloops
51.1556,-120.6723,344.4,1.7,1.3,2011-11-30,2128,Aqua,MODIS,83,6.03,270.8,122.9,D,0,Kamloops
51.169,-120.6507,317.4,1.7,1.3,2011-11-30,2128,Aqua,MODIS,73,6.03,268.9,46.7,D,0,Kamloops
51.1671,-120.6755,333.7,1.7,1.3,2011-11-30,2128,Aqua,MODIS,79,6.03,270.6,87.4,D,0,Kamloops
50.8307,-120.1491,316.0,1.3,1.1,2011-12-02,2115,Aqua,MODIS,76,6.03,271.1,28.2,D,0,Kamloops
50.5704,-120.645,302.4,1.0,1.0,2011-12-06,1905,Terra,MODIS,52,6.03,271.6,10.7,D,0,Kamloops
50.8923,-120.5773,301.7,1.0,1.0,2011-12-20,1918,Terra,MODIS,49,6.03,265.5,11.0,D,0,Kamloops
50.9273,-119.9694,328.6,1.1,1.0,2012-01-05,2103,Aqua,MODIS,0,6.03,265.3,36.0,D,0,Kamloops
51.0796,-120.7047,373.2,1.9,1.3,2012-01-08,1948,Terra,MODIS,0,6.03,270.6,329.5,D,0,Kamloops
51.0815,-120.7098,302.7,1.6,1.2,2012-01-09,0521,Terra,MODIS,51,6.03,272.9,20.7,N,0,Kamloops
51.1019,-120.7512,300.7,1.3,1.1,2012-01-09,1853,Terra,MODIS,30,6.03,273.8,10.3,D,0,Kamloops
51.1,-120.7328,361.0,1.3,1.1,2012-01-09,1853,Terra,MODIS,100,6.03,277.0,132.6,D,0,Kamloops
51.0881,-120.7172,320.4,1.3,1.1,2012-01-09,1853,Terra,MODIS,70,6.03,274.0,31.6,D,0,Kamloops
51.0933,-120.7001,310.2,1.1,1.1,2012-01-10,0604,Terra,MODIS,77,6.03,265.8,17.7,N,0,Kamloops
50.5375,-120.6321,307.6,2.7,1.6,2012-02-07,2000,Terra,MODIS,50,6.03,270.7,58.0,D,0,Kamloops
51.0901,-120.5235,320.8,2.6,1.6,2012-02-07,2000,Terra,MODIS,80,6.03,271.1,98.1,D,0,Kamloops
51.0989,-120.5573,314.7,2.6,1.6,2012-02-07,2000,Terra,MODIS,75,6.03,271.5,74.8,D,0,Kamloops
51.0819,-120.5234,310.3,2.6,1.6,2012-02-07,2000,Terra,MODIS,70,6.03,271.0,59.8,D,0,Kamloops
51.0908,-120.5569,315.7,2.6,1.6,2012-02-07,2000,Terra,MODIS,76,6.03,271.8,75.8,D,0,Kamloops
51.081,-120.5652,323.2,2.6,1.5,2012-02-07,2009,Aqua,MODIS,82,6.03,272.5,104.2,D,0,Kamloops
51.098,-120.5266,303.6,2.6,1.5,2012-02-07,2009,Aqua,MODIS,57,6.03,271.1,41.8,D,0,Kamloops
51.0889,-120.5618,328.5,2.6,1.5,2012-02-07,2009,Aqua,MODIS,86,6.03,272.2,128.3,D,0,Kamloops
51.0904,-120.5294,318.6,2.6,1.5,2012-02-07,2009,Aqua,MODIS,79,6.03,271.1,85.7,D,0,Kamloops
51.0835,-120.5419,310.3,3.0,1.6,2012-02-07,2147,Aqua,MODIS,70,6.03,272.4,72.5,D,0,Kamloops
51.0823,-120.5462,306.4,3.0,1.6,2012-02-07,2147,Aqua,MODIS,45,6.03,272.5,53.3,D,0,Kamloops
50.666,-119.8786,335.8,1.3,1.1,2012-05-26,2116,Aqua,MODIS,89,6.03,308.0,42.9,D,0,Kamloops
50.6641,-119.8977,326.5,1.3,1.1,2012-05-26,2116,Aqua,MODIS,81,6.03,307.3,24.5,D,0,Kamloops
50.8441,-120.3456,313.7,1.0,1.0,2012-09-19,1905,Terra,MODIS,73,6.03,299.2,8.9,D,0,Kamloops
50.8422,-120.3316,309.9,1.0,1.0,2012-09-19,1905,Terra,MODIS,63,6.03,298.2,5.5,D,0,Kamloops
50.8338,-120.3404,318.3,1.0,1.0,2012-09-19,2051,Aqua,MODIS,77,6.03,297.3,10.9,D,0,Kamloops
50.8426,-120.3437,332.8,1.0,1.0,2012-09-19,2051,Aqua,MODIS,87,6.03,298.5,27.9,D,0,Kamloops
50.8404,-120.3577,316.4,1.0,1.0,2012-09-19,2051,Aqua,MODIS,58,6.03,298.0,9.6,D,0,Kamloops
50.962,-119.9259,331.6,1.0,1.0,2012-10-28,2057,Aqua,MODIS,87,6.03,275.2,36.0,D,0,Kamloops
50.9694,-119.9341,301.4,1.0,1.0,2012-10-28,2057,Aqua,MODIS,44,6.03,273.6,9.2,D,0,Kamloops
51.0702,-119.9462,322.0,1.0,1.0,2012-10-28,2057,Aqua,MODIS,77,6.03,271.9,24.2,D,0,Kamloops
50.9539,-120.6088,334.9,2.4,1.5,2012-10-29,2140,Aqua,MODIS,60,6.03,272.5,128.0,D,0,Kamloops
50.9522,-120.6412,384.0,2.4,1.5,2012-10-29,2140,Aqua,MODIS,100,6.03,280.0,630.1,D,0,Kamloops
50.9504,-120.675,314.2,2.4,1.5,2012-10-29,2140,Aqua,MODIS,52,6.03,273.3,54.4,D,0,Kamloops
50.947,-120.6113,310.3,2.4,1.5,2012-10-29,2140,Aqua,MODIS,26,6.03,273.6,48.0,D,0,Kamloops
50.9453,-120.6453,358.5,2.4,1.5,2012-10-29,2140,Aqua,MODIS,88,6.03,277.2,313.7,D,0,Kamloops
50.8608,-120.3642,312.9,1.4,1.2,2012-10-30,0527,Terra,MODIS,53,6.03,276.2,23.7,N,0,Kamloops
50.8572,-120.3823,306.3,1.4,1.2,2012-10-30,0527,Terra,MODIS,18,6.03,275.4,16.5,N,0,Kamloops
50.8808,-120.374,309.5,1.4,1.2,2012-10-30,0527,Terra,MODIS,61,6.03,275.2,20.3,N,0,Kamloops
50.8737,-120.4096,310.6,1.4,1.2,2012-10-30,0527,Terra,MODIS,28,6.03,274.3,21.1,N,0,Kamloops
50.9593,-120.6226,320.9,1.4,1.2,2012-10-30,0527,Terra,MODIS,100,6.03,274.7,37.2,N,0,Kamloops
50.9655,-120.6468,308.3,1.4,1.2,2012-10-30,0527,Terra,MODIS,74,6.03,272.8,21.7,N,0,Kamloops
50.9678,-120.6909,323.1,1.4,1.2,2012-10-30,0527,Terra,MODIS,84,6.03,274.9,40.1,N,0,Kamloops
50.9725,-120.6991,303.5,1.4,1.2,2012-10-30,0527,Terra,MODIS,56,6.03,274.2,17.2,N,0,Kamloops
50.534,-120.5413,313.1,1.4,1.2,2012-11-01,2032,Aqua,MODIS,30,6.03,270.7,22.6,D,0,Kamloops
50.5442,-120.5458,310.2,1.4,1.2,2012-11-01,2032,Aqua,MODIS,11,6.03,268.4,18.8,D,0,Kamloops
50.5145,-120.5596,308.1,1.0,1.0,2012-11-02,0557,Terra,MODIS,74,6.03,273.3,13.9,N,0,Kamloops
50.5469,-120.5256,303.3,1.0,1.0,2012-11-02,0557,Terra,MODIS,54,6.03,272.8,10.8,N,0,Kamloops
50.545,-120.5401,311.2,1.0,1.0,2012-11-02,0557,Terra,MODIS,82,6.03,273.0,16.2,N,0,Kamloops
50.8643,-120.0717,346.7,1.3,1.1,2012-11-02,1930,Terra,MODIS,82,6.03,272.6,82.4,D,0,Kamloops
50.861,-120.0546,352.1,1.3,1.1,2012-11-02,1930,Terra,MODIS,73,6.03,271.1,98.1,D,0,Kamloops
50.4138,-120.6329,332.3,1.2,1.1,2012-11-02,1930,Terra,MODIS,88,6.03,275.1,47.7,D,0,Kamloops
50.4107,-120.6165,303.2,1.2,1.1,2012-11-02,1930,Terra,MODIS,55,6.03,273.9,11.4,D,0,Kamloops
50.4165,-120.6177,345.0,1.2,1.1,2012-11-02,2115,Aqua,MODIS,0,6.03,267.3,77.0,D,0,Kamloops
50.4147,-120.6346,356.3,1.2,1.1,2012-11-02,2115,Aqua,MODIS,0,6.03,269.9,109.3,D,0,Kamloops
50.8583,-120.0785,324.6,1.3,1.1,2012-11-02,2115,Aqua,MODIS,37,6.03,271.5,35.9,D,0,Kamloops
50.8926,-120.5404,310.2,1.3,1.1,2012-11-02,2115,Aqua,MODIS,49,6.03,269.4,16.8,D,0,Kamloops
51.0085,-119.8785,305.7,1.3,1.1,2012-11-02,2115,Aqua,MODIS,62,6.03,276.6,16.2,D,0,Kamloops
50.8678,-120.0302,308.8,2.8,1.6,2012-11-05,1822,Terra,MODIS,68,6.03,271.7,55.4,D,0,Kamloops
50.8663,-119.9957,308.8,2.8,1.6,2012-11-05,1822,Terra,MODIS,68,6.03,272.4,55.6,D,0,Kamloops
50.8649,-120.0358,302.1,2.8,1.6,2012-11-05,1822,Terra,MODIS,51,6.03,271.3,38.1,D,0,Kamloops
50.8633,-119.9997,314.5,2.8,1.6,2012-11-05,1822,Terra,MODIS,75,6.03,271.8,75.0,D,0,Kamloops
50.8653,-120.0352,314.5,2.8,1.6,2012-11-05,2000,Terra,MODIS,0,6.03,266.8,77.1,D,0,Kamloops
50.8439,-120.0254,304.4,2.5,1.5,2012-11-05,2008,Aqua,MODIS,53,6.03,270.1,34.5,D,0,Kamloops
50.866,-119.9973,312.5,2.5,1.5,2012-11-05,2008,Aqua,MODIS,68,6.03,269.5,54.3,D,0,Kamloops
50.8583,-120.0272,343.5,2.5,1.5,2012-11-05,2008,Aqua,MODIS,93,6.03,271.1,203.3,D,0,Kamloops
50.8536,-120.0354,350.5,3.1,1.7,2012-11-05,2146,Aqua,MODIS,68,6.03,273.6,347.2,D,0,Kamloops
50.8524,-119.9883,335.5,3.1,1.7,2012-11-05,2146,Aqua,MODIS,77,6.03,270.2,203.6,D,0,Kamloops
50.8508,-120.0377,344.0,3.1,1.7,2012-11-05,2146,Aqua,MODIS,80,6.03,273.1,275.3,D,0,Kamloops
51.1741,-120.6287,304.2,1.4,1.2,2012-11-07,0616,Terra,MODIS,59,6.03,271.8,18.7,N,0,Kamloops
50.3401,-120.3214,306.7,1.5,1.2,2012-11-07,0616,Terra,MODIS,69,6.03,275.1,20.3,N,0,Kamloops
50.3526,-120.3035,300.0,1.5,1.2,2012-11-07,0616,Terra,MODIS,10,6.03,274.6,13.4,N,0,Kamloops
50.8756,-120.0203,322.5,1.5,1.2,2012-11-07,0616,Terra,MODIS,100,6.03,274.6,47.5,N,0,Kamloops
50.891,-120.5907,326.1,1.2,1.1,2012-11-08,2038,Aqua,MODIS,25,6.03,268.5,35.0,D,0,Kamloops
50.3315,-120.3364,334.5,1.1,1.1,2012-11-11,2109,Aqua,MODIS,0,6.03,266.7,47.6,D,0,Kamloops
50.3409,-120.3391,372.4,1.1,1.1,2012-11-11,2109,Aqua,MODIS,0,6.03,269.7,152.4,D,0,Kamloops
50.3391,-120.3543,325.5,1.1,1.1,2012-11-11,2109,Aqua,MODIS,68,6.03,266.5,33.7,D,0,Kamloops
50.4896,-120.1773,319.8,1.1,1.1,2012-11-11,2109,Aqua,MODIS,68,6.03,268.6,26.8,D,0,Kamloops
50.26,-120.2213,305.5,1.7,1.3,2012-11-14,0622,Terra,MODIS,21,6.03,268.2,25.8,N,0,Kamloops
