latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
48.9635,-123.9963,310.9,2.6,1.5,2022-11-09,1951,Terra,MODIS,71,6.03,271.1,58.5,D,0
49.3684,-122.0407,315.4,1.9,1.3,2022-11-09,2145,Aqua,MODIS,76,6.03,273.5,48.5,D,0
49.3715,-122.0479,308.9,1.9,1.3,2022-11-09,2145,Aqua,MODIS,68,6.03,273.0,33.3,D,0
48.9659,-123.9911,320.5,1.6,1.3,2022-11-10,0523,Terra,MODIS,100,6.03,269.2,50.3,N,0
49.3677,-122.0054,302.4,1.0,1.0,2022-11-15,2106,Aqua,MODIS,52,6.03,278.7,8.7,D,0
49.1909,-122.1669,317.3,1.1,1.0,2022-11-17,1848,Terra,MODIS,77,6.03,279.5,21.8,D,0
49.2868,-122.1211,301.5,1.7,1.3,2022-11-19,2040,Aqua,MODIS,48,6.03,273.6,19.6,D,0
49.6044,-123.9132,344.6,1.0,1.0,2022-11-27,1907,Terra,MODIS,94,6.03,272.5,57.1,D,0
49.6064,-123.9266,361.4,1.0,1.0,2022-11-27,1907,Terra,MODIS,100,6.03,274.9,95.5,D,0
48.7412,-123.9909,316.7,1.0,1.0,2022-11-27,1908,Terra,MODIS,61,6.03,273.4,17.9,D,0
48.7324,-123.9938,322.8,1.0,1.0,2022-11-27,1908,Terra,MODIS,61,6.03,273.1,23.4,D,0
48.6921,-123.9045,322.2,1.0,1.0,2022-11-27,2126,Aqua,MODIS,66,6.03,272.4,23.8,D,0
48.7082,-123.9238,315.0,1.0,1.0,2022-11-27,2126,Aqua,MODIS,33,6.03,272.0,16.5,D,0
49.6027,-123.9241,336.7,1.0,1.0,2022-11-27,2126,Aqua,MODIS,90,6.03,273.9,46.6,D,0
49.4393,-123.5164,304.8,1.0,1.0,2023-01-28,2112,Aqua,MODIS,45,61.03,276.8,11.5,D,0
49.5614,-123.9406,311.9,1.1,1.1,2023-02-23,2134,Aqua,MODIS,51,61.03,270.2,17.9,D,0
49.5707,-123.9434,318.8,1.1,1.1,2023-02-23,2134,Aqua,MODIS,70,61.03,271.5,25.5,D,0
49.1751,-122.6842,302.1,1.0,1.0,2023-04-12,1858,Terra,MODIS,41,61.03,289.9,4.2,D,2
49.129,-122.5975,302.9,1.8,1.3,2023-04-14,2046,Aqua,MODIS,51,61.03,287.8,9.8,D,0
49.1237,-122.6206,312.3,1.8,1.3,2023-04-14,2046,Aqua,MODIS,72,61.03,289.2,23.8,D,0
49.0489,-123.8298,304.5,1.2,1.1,2023-05-02,0559,Terra,MODIS,60,61.03,272.2,12.7,N,0
49.2994,-122.2225,316.8,1.3,1.1,2023-05-15,1834,Terra,MODIS,68,61.03,297.4,15.2,D,0
49.2978,-122.2223,320.6,1.0,1.0,2023-05-15,2114,Aqua,MODIS,69,61.03,300.1,13.9,D,0
49.4833,-122.0301,309.9,3.3,1.7,2023-06-04,2210,Aqua,MODIS,60,61.03,291.9,52.2,D,0
49.3475,-122.0372,306.9,2.3,1.5,2023-06-05,0615,Terra,MODIS,70,61.03,282.5,34.1,N,0
49.3582,-122.0487,307.5,2.3,1.5,2023-06-05,0615,Terra,MODIS,71,61.03,282.6,33.9,N,0
49.3601,-122.0143,310.0,2.3,1.5,2023-06-05,0615,Terra,MODIS,79,61.03,282.3,40.2,N,0
49.3613,-122.0175,323.2,1.8,1.3,2023-06-05,1004,Aqua,MODIS,100,61.03,280.6,58.4,N,0
49.3558,-122.0068,308.5,2.5,1.5,2023-06-05,1809,Terra,MODIS,66,61.03,291.4,32.9,D,0
49.3495,-122.0011,306.7,2.5,1.5,2023-06-05,1809,Terra,MODIS,60,61.03,290.9,26.2,D,0
49.3511,-122.0343,307.0,2.5,1.5,2023-06-05,1809,Terra,MODIS,61,61.03,290.6,27.1,D,0
49.3479,-122.0234,307.3,3.4,1.7,2023-06-05,1947,Terra,MODIS,65,61.03,290.7,48.6,D,0
49.344,-122.021,304.9,3.4,1.7,2023-06-05,1947,Terra,MODIS,60,61.03,290.4,42.2,D,0
49.3454,-122.0205,329.3,1.0,1.0,2023-06-05,2113,Aqua,MODIS,85,61.03,298.4,26.1,D,0
49.3542,-122.0236,310.6,1.0,1.0,2023-06-05,2113,Aqua,MODIS,66,61.03,296.3,8.0,D,0
49.3477,-122.0297,309.6,1.2,1.1,2023-06-06,0518,Terra,MODIS,78,61.03,285.8,16.0,N,0
49.3566,-122.0175,313.1,1.1,1.0,2023-06-06,1046,Aqua,MODIS,86,61.03,285.0,16.1,N,0
49.3458,-122.0196,349.7,1.0,1.0,2023-06-06,1850,Terra,MODIS,96,61.03,302.1,58.9,D,0
49.3477,-122.033,354.6,1.0,1.0,2023-06-06,1850,Terra,MODIS,97,61.03,299.5,70.2,D,0
49.3546,-122.0166,338.1,1.0,1.0,2023-06-06,1850,Terra,MODIS,90,61.03,304.9,37.2,D,0
49.3565,-122.03,366.6,1.0,1.0,2023-06-06,1850,Terra,MODIS,94,61.03,306.8,102.8,D,0
49.5004,-122.0275,370.2,2.1,1.4,2023-06-06,2155,Aqua,MODIS,100,61.03,299.1,336.1,D,0
49.3446,-122.0439,312.5,2.1,1.4,2023-06-06,2155,Aqua,MODIS,64,61.03,301.1,21.0,D,0
49.346,-122.0186,311.9,2.1,1.4,2023-06-06,2155,Aqua,MODIS,64,61.03,301.1,20.0,D,0
49.4907,-122.0062,312.5,1.4,1.2,2023-06-07,0559,Terra,MODIS,85,61.03,290.7,19.0,N,0
49.5012,-122.008,335.2,1.4,1.2,2023-06-07,0559,Terra,MODIS,100,61.03,293.5,60.9,N,0
49.5115,-122.0109,350.2,1.4,1.2,2023-06-07,0559,Terra,MODIS,100,61.03,293.8,106.8,N,0
49.5098,-122.0299,302.2,1.4,1.2,2023-06-07,0559,Terra,MODIS,47,61.03,289.3,9.9,N,0
49.5035,-122.0133,311.5,2.1,1.4,2023-06-07,1930,Terra,MODIS,51,61.03,297.1,24.6,D,0
49.4968,-122.014,314.5,1.3,1.1,2023-06-07,2059,Aqua,MODIS,30,61.03,288.9,13.9,D,0
49.498,-122.0072,314.5,1.9,1.3,2023-06-08,0502,Terra,MODIS,89,61.03,292.2,33.6,N,0
49.5095,-122.0122,318.6,1.9,1.3,2023-06-08,0502,Terra,MODIS,97,61.03,290.5,43.3,N,0
49.5187,-122.053,311.0,4.8,2.0,2023-06-08,0640,Terra,MODIS,73,61.03,284.8,116.4,N,0
49.5195,-122.0478,314.7,4.8,2.0,2023-06-08,0640,Terra,MODIS,86,61.03,285.1,143.4,N,0
49.5193,-122.0091,306.7,1.0,1.0,2023-06-08,1032,Aqua,MODIS,69,61.03,287.1,8.5,N,0
49.4831,-123.7182,309.3,1.1,1.0,2023-06-30,1848,Terra,MODIS,15,61.03,298.1,6.2,D,0
49.6922,-122.9197,326.2,1.0,1.0,2023-07-05,1856,Terra,MODIS,78,61.03,297.8,21.1,D,0
49.315,-122.2554,308.4,1.7,1.3,2023-07-06,0605,Terra,MODIS,29,61.03,291.5,16.6,N,0
49.3169,-122.2509,306.7,1.7,1.3,2023-07-06,0605,Terra,MODIS,69,61.03,291.4,16.0,N,0
49.3184,-122.2319,300.9,1.7,1.3,2023-07-06,0605,Terra,MODIS,35,61.03,290.5,9.0,N,0
49.3165,-122.2361,316.6,1.7,1.3,2023-07-06,0605,Terra,MODIS,93,61.03,291.4,31.2,N,0
49.6956,-122.9077,315.8,2.4,1.5,2023-07-06,1937,Terra,MODIS,55,61.03,292.8,47.3,D,0
49.7533,-123.6393,301.2,1.0,1.0,2023-07-10,1904,Terra,MODIS,18,61.03,289.7,3.2,D,0
48.9913,-123.8279,308.2,1.8,1.3,2023-07-13,1928,Terra,MODIS,47,61.03,297.6,14.8,D,0
49.2972,-122.2356,308.3,1.2,1.1,2023-07-13,2137,Aqua,MODIS,27,61.03,294.5,6.8,D,0
49.312,-122.2279,314.9,1.1,1.0,2023-07-19,1839,Terra,MODIS,59,61.03,297.0,11.8,D,0
49.3142,-122.226,309.3,1.1,1.1,2023-07-20,0548,Terra,MODIS,77,61.03,291.3,10.5,N,0
49.3127,-122.2398,305.8,1.1,1.1,2023-07-20,0548,Terra,MODIS,66,61.03,293.4,7.7,N,0
49.316,-122.2293,305.4,1.1,1.0,2023-07-20,1026,Aqua,MODIS,64,61.03,290.6,8.4,N,0
49.3115,-122.2224,313.5,1.6,1.3,2023-07-20,1919,Terra,MODIS,63,61.03,295.3,19.4,D,0
49.3078,-122.2323,350.0,1.2,1.1,2023-07-20,2136,Aqua,MODIS,90,61.03,300.7,72.3,D,0
49.4735,-122.305,301.1,1.1,1.1,2023-07-31,1838,Terra,MODIS,27,61.03,289.0,2.6,D,0
49.2383,-122.7714,313.6,1.0,1.0,2023-08-17,1845,Terra,MODIS,14,61.03,302.6,8.3,D,2
49.1267,-122.6033,320.5,1.0,1.0,2023-08-17,2130,Aqua,MODIS,62,61.03,302.9,7.2,D,0
49.123,-122.6309,323.1,1.0,1.0,2023-08-17,2130,Aqua,MODIS,65,61.03,304.7,8.7,D,2
49.484,-122.0049,314.7,3.2,1.7,2023-08-18,2212,Aqua,MODIS,71,61.03,293.8,65.0,D,0
49.3122,-122.2218,312.9,1.1,1.0,2023-08-27,1900,Terra,MODIS,64,61.03,298.2,9.5,D,0
49.3165,-122.2238,302.4,4.1,1.9,2023-08-28,0432,Terra,MODIS,49,61.03,292.3,32.7,N,0
49.3095,-122.2235,304.7,2.1,1.4,2023-08-28,0609,Terra,MODIS,61,61.03,292.0,16.4,N,0
49.321,-122.206,320.3,3.1,1.7,2023-08-28,0950,Aqua,MODIS,100,61.03,289.1,100.9,N,0
49.3241,-122.2165,305.4,3.1,1.7,2023-08-28,0950,Aqua,MODIS,64,61.03,289.0,39.3,N,0
49.309,-122.218,318.2,3.1,1.7,2023-08-28,0950,Aqua,MODIS,96,61.03,289.4,87.9,N,0
49.3739,-122.0198,311.1,2.7,1.6,2023-08-28,1803,Terra,MODIS,65,61.03,292.5,35.4,D,0
49.3067,-122.2118,310.2,2.8,1.6,2023-08-28,1803,Terra,MODIS,47,61.03,292.7,36.1,D,0
49.3169,-122.2183,313.8,2.8,1.6,2023-08-28,1803,Terra,MODIS,51,61.03,292.9,48.3,D,0
49.3814,-122.0141,308.0,1.4,1.2,2023-08-28,2059,Aqua,MODIS,51,61.03,295.2,9.0,D,0
49.3097,-122.2301,320.7,1.4,1.2,2023-08-28,2059,Aqua,MODIS,77,61.03,294.3,26.6,D,0
49.3044,-122.2337,318.7,1.4,1.2,2023-08-28,2059,Aqua,MODIS,62,61.03,294.0,22.8,D,0
49.3781,-122.0306,323.8,1.4,1.2,2023-08-28,2059,Aqua,MODIS,80,61.03,295.7,30.5,D,0
49.0399,-122.1306,318.1,1.1,1.0,2023-09-02,2112,Aqua,MODIS,74,61.03,301.1,11.4,D,0
49.0678,-122.0803,314.7,1.1,1.0,2023-09-02,2112,Aqua,MODIS,34,61.03,300.9,7.6,D,0
49.0231,-122.3404,318.9,1.1,1.0,2023-09-02,2112,Aqua,MODIS,40,61.03,302.0,6.6,D,0
49.0998,-122.0625,317.3,1.1,1.0,2023-09-02,2112,Aqua,MODIS,72,61.03,299.0,8.6,D,0
49.7028,-123.5583,371.4,1.2,1.1,2023-09-09,2110,Aqua,MODIS,0,61.03,297.1,159.7,D,0
49.715,-123.5481,309.1,1.2,1.1,2023-09-09,2110,Aqua,MODIS,0,61.03,292.8,10.7,D,0
49.7125,-123.5615,314.7,1.2,1.1,2023-09-09,2110,Aqua,MODIS,71,61.03,292.8,16.5,D,0
49.7127,-123.5489,359.6,1.5,1.2,2023-09-10,0511,Terra,MODIS,100,61.03,294.8,156.3,N,0
49.7096,-123.564,400.9,1.5,1.2,2023-09-10,0511,Terra,MODIS,100,61.03,300.2,475.0,N,0
49.7097,-123.5465,331.8,1.0,1.0,2023-09-10,1042,Aqua,MODIS,100,61.03,288.2,33.2,N,0
49.7114,-123.5595,318.1,1.0,1.0,2023-09-10,1042,Aqua,MODIS,96,61.03,284.8,17.9,N,0
49.7185,-123.5436,305.8,1.0,1.0,2023-09-10,1042,Aqua,MODIS,66,61.03,283.0,9.3,N,0
49.7203,-123.5565,303.5,1.0,1.0,2023-09-10,1042,Aqua,MODIS,55,61.03,283.4,8.1,N,0
49.938,-123.7917,312.0,1.0,1.0,2023-09-10,1042,Aqua,MODIS,84,61.03,288.5,12.8,N,0
49.9487,-123.8017,303.8,1.0,1.0,2023-09-10,1042,Aqua,MODIS,57,61.03,287.8,7.5,N,0
49.9363,-123.7835,303.8,1.0,1.0,2023-09-14,2123,Aqua,MODIS,56,61.03,293.3,5.8,D,0
49.9341,-123.7973,307.9,1.0,1.0,2023-09-14,2123,Aqua,MODIS,66,61.03,293.5,8.4,D,0
49.9436,-123.7926,305.7,1.0,1.0,2023-09-15,1055,Aqua,MODIS,65,61.03,287.1,9.7,N,0
49.9411,-123.7777,303.3,1.0,1.0,2023-09-15,1055,Aqua,MODIS,54,61.03,285.0,8.2,N,0
49.7176,-123.548,304.8,1.0,1.0,2023-09-15,1850,Terra,MODIS,52,61.03,292.8,5.0,D,0
49.9346,-123.7803,327.0,1.0,1.0,2023-09-15,1850,Terra,MODIS,85,61.03,292.9,25.6,D,0
49.9364,-123.7938,341.8,1.0,1.0,2023-09-15,1850,Terra,MODIS,93,61.03,295.4,47.3,D,0
49.9276,-123.789,308.9,4.0,1.9,2023-09-15,2027,Aqua,MODIS,64,61.03,293.0,68.7,D,0
49.9322,-123.7962,309.8,4.0,1.9,2023-09-15,2027,Aqua,MODIS,65,61.03,293.2,67.5,D,0
49.9397,-123.7936,328.7,1.4,1.2,2023-09-16,0559,Terra,MODIS,100,61.03,289.0,45.7,N,0
49.9459,-123.766,313.2,3.0,1.7,2023-09-16,0958,Aqua,MODIS,87,61.03,286.7,72.0,N,0
49.9449,-123.7704,315.8,3.0,1.7,2023-09-16,0958,Aqua,MODIS,92,61.03,286.9,82.3,N,0
49.9359,-123.7942,308.9,2.0,1.4,2023-09-16,1931,Terra,MODIS,68,61.03,291.1,23.6,D,0
49.9406,-123.7891,311.1,2.0,1.4,2023-09-16,1931,Terra,MODIS,71,61.03,290.3,29.7,D,0
49.5158,-122.0336,328.3,1.1,1.1,2023-09-16,2108,Aqua,MODIS,85,61.03,297.4,30.8,D,0
49.9325,-123.781,345.4,1.3,1.1,2023-09-16,2108,Aqua,MODIS,94,61.03,293.5,76.4,D,0
49.9291,-123.7988,335.4,1.3,1.1,2023-09-16,2108,Aqua,MODIS,89,61.03,293.6,51.7,D,0
49.9309,-123.7871,341.1,1.3,1.1,2023-09-16,2108,Aqua,MODIS,92,61.03,293.8,65.3,D,0
49.9274,-123.805,310.3,1.3,1.1,2023-09-16,2108,Aqua,MODIS,58,61.03,292.6,12.4,D,0
49.9412,-123.7889,318.6,1.3,1.1,2023-09-16,2108,Aqua,MODIS,79,61.03,291.7,23.3,D,0
49.9414,-123.7731,302.1,1.0,1.0,2023-09-17,1040,Aqua,MODIS,46,61.03,277.2,8.4,N,0
49.947,-122.142,306.9,1.0,1.0,2023-09-17,1040,Aqua,MODIS,70,61.03,278.7,11.1,N,0
49.949,-122.1557,332.5,1.0,1.0,2023-09-17,1040,Aqua,MODIS,100,61.03,284.2,36.2,N,0
49.4577,-122.182,302.7,1.2,1.1,2023-09-17,1834,Terra,MODIS,53,61.03,280.1,6.8,D,0
49.5226,-122.031,305.9,1.1,1.1,2023-09-17,1834,Terra,MODIS,57,61.03,284.1,8.4,D,0
49.0054,-122.387,306.4,1.1,1.0,2023-09-20,1858,Terra,MODIS,63,61.03,290.4,7.2,D,0
49.9339,-123.7815,319.5,1.1,1.0,2023-09-21,2121,Aqua,MODIS,79,61.03,292.5,19.5,D,0
49.943,-123.7872,304.9,1.9,1.3,2023-09-22,2202,Aqua,MODIS,60,61.03,289.1,15.8,D,0
48.6009,-123.4037,314.3,1.1,1.0,2023-09-28,2118,Aqua,MODIS,56,61.03,290.2,14.0,D,0
49.078,-123.989,302.7,1.1,1.1,2023-10-04,1840,Terra,MODIS,53,61.03,286.5,6.6,D,0
49.0742,-123.9963,306.4,1.1,1.1,2023-10-04,1840,Terra,MODIS,63,61.03,286.2,9.6,D,0
49.507,-123.5409,308.8,2.2,1.4,2023-10-13,1814,Terra,MODIS,68,61.03,281.4,33.6,D,0
49.5078,-123.5471,310.9,2.2,1.4,2023-10-13,1814,Terra,MODIS,71,61.03,282.3,40.5,D,0
49.6495,-122.0164,302.9,1.8,1.3,2023-10-13,1814,Terra,MODIS,54,61.03,283.8,17.7,D,0
48.9169,-123.8397,303.1,1.1,1.0,2023-10-17,0547,Terra,MODIS,53,61.03,277.6,10.4,N,0
49.937,-122.4796,306.8,1.2,1.1,2023-10-19,2110,Aqua,MODIS,0,61.03,278.2,11.7,D,0
49.9342,-122.4677,309.5,1.2,1.1,2023-10-21,0514,Terra,MODIS,66,61.03,270.6,17.8,N,0
49.9086,-123.1148,307.0,1.4,1.2,2023-10-23,1828,Terra,MODIS,61,61.03,275.1,18.1,D,0
49.9106,-123.1365,302.7,1.4,1.2,2023-10-23,1828,Terra,MODIS,50,61.03,277.1,13.2,D,0
48.4438,-123.9164,321.2,1.7,1.3,2023-10-25,2203,Aqua,MODIS,57,61.03,278.6,46.0,D,0
48.4552,-123.919,350.5,1.7,1.3,2023-10-25,2203,Aqua,MODIS,90,61.03,279.0,143.6,D,0
48.4861,-123.6873,320.9,1.8,1.3,2023-10-25,2203,Aqua,MODIS,43,61.03,278.2,46.3,D,0
48.4532,-123.9262,341.9,1.7,1.3,2023-10-25,2203,Aqua,MODIS,86,61.03,280.0,106.3,D,0
48.4829,-123.6941,314.7,1.8,1.3,2023-10-25,2203,Aqua,MODIS,62,61.03,278.0,36.7,D,0
48.487,-123.7921,317.7,1.7,1.3,2023-10-25,2203,Aqua,MODIS,68,61.03,277.8,43.8,D,0
48.4578,-123.9149,301.1,1.2,1.1,2023-10-26,0520,Terra,MODIS,37,61.03,272.7,12.9,N,0
49.9234,-123.1301,319.4,1.3,1.1,2023-10-26,2107,Aqua,MODIS,79,61.03,275.2,32.8,D,0
49.9193,-123.1508,323.2,1.3,1.1,2023-10-26,2107,Aqua,MODIS,82,61.03,278.8,38.2,D,0
48.5065,-123.909,302.7,1.9,1.3,2023-10-30,1819,Terra,MODIS,53,61.03,281.8,20.7,D,0
48.5026,-123.9419,304.3,1.9,1.3,2023-10-30,1819,Terra,MODIS,55,61.03,280.1,21.4,D,0
48.4986,-123.9338,309.5,3.7,1.8,2023-10-30,2037,Aqua,MODIS,65,61.03,282.8,81.7,D,0
48.5064,-123.9461,309.6,3.7,1.8,2023-10-30,2037,Aqua,MODIS,69,61.03,282.1,82.3,D,0
48.5042,-123.939,321.1,2.4,1.5,2023-10-30,2215,Aqua,MODIS,56,61.03,285.1,77.5,D,0
48.5137,-123.9151,316.9,1.1,1.0,2023-10-31,0528,Terra,MODIS,94,61.03,275.4,22.1,N,0
48.9853,-123.9961,314.8,1.0,1.0,2023-10-31,1900,Terra,MODIS,75,61.03,276.4,18.4,D,0
48.9877,-123.9924,313.3,1.2,1.1,2023-10-31,2118,Aqua,MODIS,73,61.03,276.8,20.2,D,0
49.381,-122.1437,311.5,1.0,1.0,2023-10-31,2118,Aqua,MODIS,71,61.03,281.9,14.9,D,0
49.3789,-122.1568,307.5,1.0,1.0,2023-10-31,2118,Aqua,MODIS,65,61.03,279.6,12.0,D,0
48.7064,-123.7894,326.0,1.7,1.3,2023-11-02,2103,Aqua,MODIS,75,61.03,279.8,55.8,D,0
48.7099,-123.8051,310.6,1.2,1.1,2023-11-03,0552,Terra,MODIS,80,61.03,279.0,16.4,N,0
48.7133,-123.8116,311.1,1.2,1.1,2023-11-03,0552,Terra,MODIS,82,61.03,279.1,17.4,N,0
48.6679,-123.7529,338.1,1.5,1.2,2023-11-04,1826,Terra,MODIS,72,61.03,282.1,72.1,D,0
48.6573,-123.7562,366.2,1.5,1.2,2023-11-04,1826,Terra,MODIS,94,61.03,282.6,186.4,D,0
48.6697,-123.7721,341.5,1.5,1.2,2023-11-04,1826,Terra,MODIS,79,61.03,281.1,82.2,D,0
48.6715,-123.7468,315.5,1.5,1.2,2023-11-04,1826,Terra,MODIS,53,61.03,279.7,27.1,D,0
48.6625,-123.7682,354.0,1.5,1.2,2023-11-04,1826,Terra,MODIS,73,61.03,281.8,127.5,D,0
48.6608,-123.7493,361.6,1.5,1.2,2023-11-04,1826,Terra,MODIS,94,61.03,283.3,160.7,D,0
48.7028,-123.8981,341.9,1.0,1.0,2023-11-07,1850,Terra,MODIS,93,61.03,281.7,49.7,D,0
48.7009,-123.8849,320.1,1.0,1.0,2023-11-07,1850,Terra,MODIS,80,61.03,280.2,20.7,D,0
48.694,-123.9009,303.9,1.0,1.0,2023-11-07,1850,Terra,MODIS,48,61.03,279.8,8.1,D,0
48.6349,-123.8159,310.8,1.0,1.0,2023-11-07,1850,Terra,MODIS,70,61.03,280.9,13.7,D,0
48.6352,-123.8252,324.8,1.3,1.1,2023-11-07,2115,Aqua,MODIS,83,61.03,279.6,36.6,D,0
48.6962,-123.8941,317.9,1.3,1.1,2023-11-07,2115,Aqua,MODIS,78,61.03,274.7,28.0,D,0
48.6932,-123.9101,305.6,1.3,1.1,2023-11-07,2115,Aqua,MODIS,62,61.03,273.7,15.0,D,0
48.6255,-123.8213,310.7,1.3,1.1,2023-11-07,2115,Aqua,MODIS,58,61.03,280.5,17.7,D,0
49.3195,-122.2562,302.8,1.7,1.3,2023-11-16,2056,Aqua,MODIS,40,61.03,274.4,20.4,D,0
49.2466,-122.1042,302.9,1.1,1.0,2023-11-24,1854,Terra,MODIS,54,61.03,276.2,10.5,D,0
