latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
48.6064,-123.9918,300.3,1.4,1.2,2010-10-14,545,Terra,MODIS,24,6.03,280.3,12.0,N,0,61.0,12.3095,8.409499,10.1345005,11.636055,6.2159204,8.746188,39135.242,8398.852,3.8000002,3.8000002,0.0,10.0,8.647496,21.599998,141.42343,3.77,0.62147367
48.7754,-123.9835,300.4,2.1,1.4,2010-10-15,2001,Terra,MODIS,36,6.03,279.4,20.5,D,0,51.0,11.0095,5.9595,8.563666,8.911279,3.5236382,6.483345,38924.246,35099.617,0.2,0.2,0.0,1.0,8.287822,20.880001,277.07883,10.27,1.3201675
49.6752,-122.7273,311.3,1.2,1.1,2010-10-19,2122,Aqua,MODIS,71,6.03,283.4,15.4,D,0,3.0,14.2595,7.7595,11.080335,13.140123,5.9040537,9.655141,38078.492,34208.41,0.0,0.0,0.0,0.0,7.6367526,15.84,35.469925,9.71,1.3643906
49.3554,-122.331,300.8,2.0,1.4,2010-10-20,1841,Terra,MODIS,0,6.03,283.7,16.5,D,0,3.0,15.2595,7.8595004,11.324084,15.125017,5.6887484,10.153396,37867.418,33321.074,0.0,0.0,0.0,0.0,12.43434,22.319998,20.789898,10.45,1.4243596
49.3536,-122.3382,308.9,2.0,1.4,2010-10-20,1841,Terra,MODIS,0,6.03,283.8,30.1,D,0,3.0,15.2595,7.8595004,11.324084,15.125017,5.6887484,10.153396,37867.418,33321.074,0.0,0.0,0.0,0.0,12.43434,22.319998,20.789898,10.45,1.4243596
49.5338,-123.8999,311.9,2.4,1.5,2010-10-22,2007,Terra,MODIS,52,6.03,283.9,47.6,D,0,61.0,12.3595,9.659499,10.824082,11.233626,7.9439936,9.240762,37446.863,24797.88,16.800001,16.800001,0.0,19.0,14.24163,34.92,118.98874,5.6,0.73355
49.534,-123.8617,312.7,2.4,1.5,2010-10-22,2007,Terra,MODIS,55,6.03,280.9,46.0,D,0,61.0,12.3595,9.659499,10.824082,11.233626,7.9439936,9.240762,37446.863,24797.88,16.800001,16.800001,0.0,19.0,14.24163,34.92,118.98874,5.6,0.73355
49.5265,-123.871,327.5,2.4,1.5,2010-10-22,2007,Terra,MODIS,81,6.03,282.5,102.3,D,0,61.0,12.3595,9.659499,10.824082,11.233626,7.9439936,9.240762,37446.863,24797.88,16.800001,16.800001,0.0,19.0,14.24163,34.92,118.98874,5.6,0.73355
48.9746,-123.9224,331.6,1.1,1.0,2010-10-23,1912,Terra,MODIS,64,6.03,278.5,34.8,D,0,63.0,14.1095,8.209499,10.649083,11.615264,5.769659,8.243971,37237.74,25939.125,19.4,19.4,0.0,10.0,23.688984,63.0,89.13317,6.74,1.1365603
48.4038,-123.807,302.5,2.3,1.5,2010-10-27,2033,Aqua,MODIS,47,6.03,274.9,25.9,D,0,51.0,12.5095,7.2595,9.349082,10.111379,5.2296925,7.1384525,36413.098,21484.436,1.1,1.1,0.0,6.0,9.449572,24.84,66.40518,7.33,1.1256547
48.407,-123.8043,300.6,2.3,1.5,2010-10-27,2033,Aqua,MODIS,40,6.03,274.8,24.3,D,0,51.0,12.5095,7.2595,9.349082,10.111379,5.2296925,7.1384525,36413.098,21484.436,1.1,1.1,0.0,6.0,9.449572,24.84,66.40518,7.33,1.1256547
49.5147,-123.8481,301.6,1.4,1.2,2010-11-02,2134,Aqua,MODIS,48,6.03,282.4,11.2,D,0,53.0,12.409499,8.159499,9.880334,11.147947,5.71482,8.321313,35232.305,27294.133,2.0,2.0,0.0,5.0,12.074766,33.839996,88.286575,7.1,0.9289213
49.7595,-123.7067,312.2,1.4,1.2,2010-11-02,2134,Aqua,MODIS,0,6.03,282.6,24.3,D,0,53.0,12.409499,8.159499,9.880334,11.147947,5.71482,8.321313,35232.305,27294.133,2.0,2.0,0.0,5.0,12.074766,33.839996,88.286575,7.1,0.9289213
49.4666,-123.7225,307.9,1.8,1.3,2010-11-03,2039,Aqua,MODIS,0,6.03,279.6,24.8,D,2,3.0,15.909499,8.0595,10.986584,14.564667,4.713789,8.433123,35041.453,30530.37,0.0,0.0,0.0,0.0,13.363711,30.239998,34.70653,8.74,1.5353589
49.0916,-122.5299,304.3,1.0,1.0,2011-04-15,1924,Terra,MODIS,58,6.03,287.2,6.5,D,0,51.0,8.8095,-0.6905,4.5303335,6.2232494,-4.082793,1.4753045,49415.66,31820.982,1.1,1.1,0.0,7.0,9.693296,23.4,50.617634,17.59,2.1832712
49.1839,-123.1383,303.9,1.3,1.1,2011-05-04,622,Terra,MODIS,58,6.03,278.6,13.3,N,2,3.0,12.659499,4.7595,9.2595,11.161194,2.4336429,7.488722,53227.613,44403.477,0.0,0.0,0.0,0.0,5.937272,19.08,121.544106,20.39,2.7392566
49.1856,-123.1211,357.6,1.3,1.1,2011-05-04,622,Terra,MODIS,100,6.03,280.4,117.7,N,2,3.0,12.659499,4.7595,9.2595,11.161194,2.4336429,7.488722,53227.613,44403.477,0.0,0.0,0.0,0.0,5.937272,19.08,121.544106,20.39,2.7392566
49.7367,-123.0409,301.3,1.8,1.3,2011-05-20,2140,Aqua,MODIS,32,6.03,288.9,10.7,D,0,3.0,17.1095,5.5095,12.571998,17.751778,3.4851623,11.732914,55939.926,45711.547,0.0,0.0,0.0,0.0,7.9932966,25.56,158.07037,27.16,4.0058885
49.1381,-123.0012,305.0,1.4,1.2,2011-06-22,2044,Aqua,MODIS,0,6.03,292.0,5.3,D,2,1.0,18.6095,11.159499,15.405331,19.267159,10.279018,14.574992,58464.69,53603.1,0.0,0.0,0.0,0.0,14.33234,35.64,141.22737,26.24,4.1122584
49.174,-122.6652,307.4,2.5,1.5,2011-07-28,1835,Terra,MODIS,50,6.03,291.6,17.7,D,2,3.0,20.2595,11.459499,16.399086,20.007423,11.184909,16.279951,55156.133,49784.668,0.0,0.0,0.0,0.0,9.021574,24.84,152.27185,20.61,3.4216216
49.0441,-123.9574,300.4,1.1,1.0,2011-08-30,2102,Aqua,MODIS,0,6.03,282.5,2.7,D,0,51.0,18.209501,14.159499,16.001165,17.688261,14.396334,15.884357,48862.656,37911.77,0.4,0.4,0.0,4.0,8.161764,23.759998,196.28743,14.59,2.4103587
48.7284,-123.8292,327.3,1.1,1.0,2011-10-01,2102,Aqua,MODIS,70,6.03,276.0,31.8,D,0,51.0,13.1095,11.1095,12.038667,12.103909,10.175043,11.147246,41972.418,7195.8237,0.90000004,0.90000004,0.0,8.0,7.7879906,23.759998,143.88057,5.83,0.95176846
48.6989,-123.8326,327.5,1.1,1.0,2011-10-01,2102,Aqua,MODIS,70,6.03,276.4,30.9,D,0,51.0,13.1095,11.1095,12.038667,12.103909,10.175043,11.147246,41972.418,7195.8237,0.90000004,0.90000004,0.0,8.0,7.7879906,23.759998,143.88057,5.83,0.95176846
48.7085,-123.6933,318.7,1.3,1.1,2011-10-03,2050,Aqua,MODIS,70,6.03,279.6,27.1,D,0,61.0,13.7595,10.8595,12.132417,12.70005,9.915243,11.05289,41538.58,3815.173,27.199999,27.199999,0.0,24.0,11.457958,37.079998,112.97773,4.64,0.74910265
48.9742,-123.9566,303.9,1.1,1.0,2011-10-04,615,Terra,MODIS,52,6.03,278.4,9.5,N,0,63.0,13.959499,9.7595,11.6595,11.134333,8.017897,9.724071,41322.812,26547.57,11.099999,11.099999,0.0,16.0,16.055353,49.32,100.01276,7.47,1.2796596
48.9651,-123.954,300.9,1.1,1.0,2011-10-04,615,Terra,MODIS,35,6.03,278.6,8.1,N,0,63.0,13.959499,9.7595,11.6595,11.134333,8.017897,9.724071,41322.812,26547.57,11.099999,11.099999,0.0,16.0,16.055353,49.32,100.01276,7.47,1.2796596
48.9669,-123.9395,306.1,1.1,1.0,2011-10-04,615,Terra,MODIS,67,6.03,278.7,11.1,N,0,63.0,13.959499,9.7595,11.6595,11.134333,8.017897,9.724071,41322.812,26547.57,11.099999,11.099999,0.0,16.0,16.055353,49.32,100.01276,7.47,1.2796596
48.8552,-123.9221,303.4,1.1,1.1,2011-10-06,1936,Terra,MODIS,53,6.03,273.7,10.2,D,0,3.0,12.7595,7.3595,10.472001,11.856775,6.3568993,9.59419,40894.29,34923.53,0.0,0.0,0.0,0.0,6.725354,21.599998,177.90988,9.16,1.2304654
48.4868,-123.6649,347.5,1.1,1.0,2011-10-06,2121,Aqua,MODIS,0,6.03,282.5,63.4,D,0,3.0,12.7595,7.3595,10.472001,11.856775,6.3568993,9.59419,40894.29,34923.53,0.0,0.0,0.0,0.0,6.725354,21.599998,177.90988,9.16,1.2304654
48.6162,-123.9874,334.1,1.2,1.1,2011-10-08,551,Terra,MODIS,100,6.03,280.0,48.6,N,0,53.0,14.159499,8.659499,11.374082,12.5637455,7.592374,10.163754,40469.887,26930.807,3.8000002,3.8000002,0.0,6.0,8.654986,24.48,109.43178,9.11,1.3546922
48.617,-123.9925,338.1,1.2,1.1,2011-10-08,551,Terra,MODIS,100,6.03,280.3,56.8,N,0,53.0,14.159499,8.659499,11.374082,12.5637455,7.592374,10.163754,40469.887,26930.807,3.8000002,3.8000002,0.0,6.0,8.654986,24.48,109.43178,9.11,1.3546922
48.6326,-123.8579,313.2,2.6,1.5,2011-10-09,2007,Terra,MODIS,50,6.03,279.4,58.1,D,0,51.0,13.3595,9.0095,11.222,12.420809,8.395532,10.384385,40257.227,28800.0,1.2000002,1.2000002,0.0,8.0,7.628263,23.759998,153.30418,10.27,1.3973961
48.6243,-123.8249,322.8,2.6,1.6,2011-10-09,2007,Terra,MODIS,66,6.03,279.4,93.3,D,0,51.0,13.3595,9.0095,11.222,12.420809,8.395532,10.384385,40257.227,28800.0,1.2000002,1.2000002,0.0,8.0,7.628263,23.759998,153.30418,10.27,1.3973961
48.6245,-123.8275,325.3,3.8,1.8,2011-10-09,2014,Aqua,MODIS,74,6.03,281.3,172.4,D,0,51.0,13.3595,9.0095,11.222,12.420809,8.395532,10.384385,40257.227,28800.0,1.2000002,1.2000002,0.0,8.0,7.628263,23.759998,153.30418,10.27,1.3973961
48.6115,-123.8726,324.3,3.8,1.8,2011-10-09,2014,Aqua,MODIS,77,6.03,280.0,165.9,D,0,51.0,13.3595,9.0095,11.222,12.420809,8.395532,10.384385,40257.227,28800.0,1.2000002,1.2000002,0.0,8.0,7.628263,23.759998,153.30418,10.27,1.3973961
48.6165,-123.8255,317.5,3.8,1.8,2011-10-09,2014,Aqua,MODIS,59,6.03,281.0,114.8,D,0,51.0,13.3595,9.0095,11.222,12.420809,8.395532,10.384385,40257.227,28800.0,1.2000002,1.2000002,0.0,8.0,7.628263,23.759998,153.30418,10.27,1.3973961
48.6301,-123.8401,319.6,3.8,1.8,2011-10-09,2014,Aqua,MODIS,54,6.03,279.2,129.4,D,0,51.0,13.3595,9.0095,11.222,12.420809,8.395532,10.384385,40257.227,28800.0,1.2000002,1.2000002,0.0,8.0,7.628263,23.759998,153.30418,10.27,1.3973961
49.6947,-123.5891,312.7,1.4,1.2,2011-10-12,1859,Terra,MODIS,39,6.03,279.7,23.2,D,0,63.0,12.659499,6.8595,9.930333,11.069141,4.8527327,8.076992,39616.004,33635.844,18.599997,18.599997,0.0,18.0,15.226764,36.36,166.09343,7.18,1.0176164
48.4037,-123.8664,316.0,1.4,1.2,2011-10-12,1900,Terra,MODIS,63,6.03,281.7,24.5,D,0,63.0,12.659499,6.8595,9.930333,11.069141,4.8527327,8.076992,39616.004,33635.844,18.599997,18.599997,0.0,18.0,15.226764,36.36,166.09343,7.18,1.0176164
49.7046,-123.5953,304.3,1.3,1.1,2011-10-13,1942,Terra,MODIS,55,6.03,280.4,13.4,D,0,3.0,12.3595,7.0595,9.544917,10.512217,5.1013374,7.7342706,39401.676,34240.418,0.0,0.0,0.0,0.0,9.957108,19.44,349.81873,10.39,1.4377674
48.5011,-123.8433,302.3,1.3,1.1,2011-10-13,1942,Terra,MODIS,18,6.03,279.3,9.8,D,0,3.0,12.3595,7.0595,9.544917,10.512217,5.1013374,7.7342706,39401.676,34240.418,0.0,0.0,0.0,0.0,9.957108,19.44,349.81873,10.39,1.4377674
48.5042,-123.8469,308.9,1.3,1.1,2011-10-13,1942,Terra,MODIS,54,6.03,280.5,16.2,D,0,3.0,12.3595,7.0595,9.544917,10.512217,5.1013374,7.7342706,39401.676,34240.418,0.0,0.0,0.0,0.0,9.957108,19.44,349.81873,10.39,1.4377674
48.5071,-123.8441,311.2,1.2,1.1,2011-10-13,2127,Aqua,MODIS,60,6.03,274.2,16.7,D,0,3.0,12.3595,7.0595,9.544917,10.512217,5.1013374,7.7342706,39401.676,34240.418,0.0,0.0,0.0,0.0,9.957108,19.44,349.81873,10.39,1.4377674
48.5054,-123.8596,314.4,1.2,1.1,2011-10-13,2127,Aqua,MODIS,71,6.03,274.5,19.7,D,0,3.0,12.3595,7.0595,9.544917,10.512217,5.1013374,7.7342706,39401.676,34240.418,0.0,0.0,0.0,0.0,9.957108,19.44,349.81873,10.39,1.4377674
49.6995,-123.9212,322.4,1.2,1.1,2011-10-13,2127,Aqua,MODIS,77,6.03,281.4,30.2,D,0,3.0,12.3595,7.0595,9.544917,10.512217,5.1013374,7.7342706,39401.676,34240.418,0.0,0.0,0.0,0.0,9.957108,19.44,349.81873,10.39,1.4377674
48.4211,-123.8177,330.2,2.3,1.5,2011-10-14,2032,Aqua,MODIS,65,6.03,276.4,101.3,D,0,3.0,13.3095,6.8595,10.161582,11.43702,5.1270895,8.449012,39187.316,35375.0,0.0,0.0,0.0,0.0,8.311245,20.519999,320.018,11.56,1.5656879
48.8945,-123.8238,303.4,1.1,1.0,2011-10-15,1930,Terra,MODIS,53,6.03,281.8,9.5,D,0,3.0,11.959499,4.0095,7.9407496,10.099032,1.578949,5.973638,38973.07,35150.457,0.0,0.0,0.0,0.0,7.968939,18.72,338.47244,12.33,1.5050888
48.8924,-123.8213,309.9,1.0,1.0,2011-10-15,2115,Aqua,MODIS,69,6.03,283.0,12.7,D,0,3.0,11.959499,4.0095,7.9407496,10.099032,1.578949,5.973638,38973.07,35150.457,0.0,0.0,0.0,0.0,7.968939,18.72,338.47244,12.33,1.5050888
49.7844,-122.209,340.6,1.0,1.0,2011-10-17,1918,Terra,MODIS,92,6.03,282.8,47.5,D,0,3.0,11.7595,5.1595,8.713666,9.953581,3.0341558,7.017134,38545.543,30919.652,0.0,0.0,0.0,0.0,7.2805495,15.119999,357.16125,10.85,1.4041479
49.7826,-122.2115,327.7,1.0,1.0,2011-10-17,2103,Aqua,MODIS,85,6.03,283.8,29.3,D,0,3.0,11.7595,5.1595,8.713666,9.953581,3.0341558,7.017134,38545.543,30919.652,0.0,0.0,0.0,0.0,7.2805495,15.119999,357.16125,10.85,1.4041479
49.9438,-123.7796,304.6,4.2,1.9,2011-10-18,1822,Terra,MODIS,56,6.03,283.6,60.6,D,0,3.0,15.9595,7.6095,11.330333,14.956701,5.221101,9.908414,38332.586,34476.67,0.0,0.0,0.0,0.0,10.137692,21.24,359.2382,11.65,1.6220264
49.9268,-123.7833,301.8,4.2,1.9,2011-10-18,1822,Terra,MODIS,35,6.03,281.7,47.4,D,0,3.0,15.9595,7.6095,11.330333,14.956701,5.221101,9.908414,38332.586,34476.67,0.0,0.0,0.0,0.0,10.137692,21.24,359.2382,11.65,1.6220264
49.9412,-123.7881,308.9,4.2,1.9,2011-10-18,1822,Terra,MODIS,64,6.03,283.4,86.1,D,0,3.0,15.9595,7.6095,11.330333,14.956701,5.221101,9.908414,38332.586,34476.67,0.0,0.0,0.0,0.0,10.137692,21.24,359.2382,11.65,1.6220264
49.6522,-122.6717,301.0,3.6,1.8,2011-10-18,1822,Terra,MODIS,43,6.03,284.2,40.5,D,0,3.0,15.9595,7.6095,11.330333,14.956701,5.221101,9.908414,38332.586,34476.67,0.0,0.0,0.0,0.0,10.137692,21.24,359.2382,11.65,1.6220264
49.6507,-122.6116,309.1,3.6,1.8,2011-10-18,1822,Terra,MODIS,59,6.03,284.1,72.2,D,0,3.0,15.9595,7.6095,11.330333,14.956701,5.221101,9.908414,38332.586,34476.67,0.0,0.0,0.0,0.0,10.137692,21.24,359.2382,11.65,1.6220264
49.9353,-123.7994,313.1,2.0,1.4,2011-10-18,2000,Terra,MODIS,73,6.03,284.5,37.6,D,0,3.0,15.9595,7.6095,11.330333,14.956701,5.221101,9.908414,38332.586,34476.67,0.0,0.0,0.0,0.0,10.137692,21.24,359.2382,11.65,1.6220264
49.9295,-123.7746,302.9,2.0,1.4,2011-10-18,2000,Terra,MODIS,39,6.03,282.9,19.1,D,0,3.0,15.9595,7.6095,11.330333,14.956701,5.221101,9.908414,38332.586,34476.67,0.0,0.0,0.0,0.0,10.137692,21.24,359.2382,11.65,1.6220264
49.9234,-123.8049,310.4,2.0,1.4,2011-10-18,2000,Terra,MODIS,49,6.03,283.1,30.5,D,0,3.0,15.9595,7.6095,11.330333,14.956701,5.221101,9.908414,38332.586,34476.67,0.0,0.0,0.0,0.0,10.137692,21.24,359.2382,11.65,1.6220264
49.6416,-122.6568,304.5,3.6,1.8,2011-10-18,2008,Aqua,MODIS,59,6.03,284.8,56.5,D,0,3.0,15.9595,7.6095,11.330333,14.956701,5.221101,9.908414,38332.586,34476.67,0.0,0.0,0.0,0.0,10.137692,21.24,359.2382,11.65,1.6220264
49.9308,-123.7803,306.7,4.0,1.9,2011-10-18,2008,Aqua,MODIS,60,6.03,282.9,77.2,D,0,3.0,15.9595,7.6095,11.330333,14.956701,5.221101,9.908414,38332.586,34476.67,0.0,0.0,0.0,0.0,10.137692,21.24,359.2382,11.65,1.6220264
49.93,-123.7727,300.7,2.0,1.4,2011-10-18,2146,Aqua,MODIS,30,6.03,279.3,16.0,D,0,3.0,15.9595,7.6095,11.330333,14.956701,5.221101,9.908414,38332.586,34476.67,0.0,0.0,0.0,0.0,10.137692,21.24,359.2382,11.65,1.6220264
49.9284,-123.797,316.7,2.0,1.4,2011-10-18,2146,Aqua,MODIS,77,6.03,283.4,46.2,D,0,3.0,15.9595,7.6095,11.330333,14.956701,5.221101,9.908414,38332.586,34476.67,0.0,0.0,0.0,0.0,10.137692,21.24,359.2382,11.65,1.6220264
49.9267,-123.8225,302.6,2.0,1.4,2011-10-18,2146,Aqua,MODIS,41,6.03,281.7,17.7,D,0,3.0,15.9595,7.6095,11.330333,14.956701,5.221101,9.908414,38332.586,34476.67,0.0,0.0,0.0,0.0,10.137692,21.24,359.2382,11.65,1.6220264
48.8312,-123.8527,300.1,2.4,1.5,2011-10-23,1841,Terra,MODIS,28,6.03,280.0,25.9,D,0,53.0,11.409499,5.7095,9.038667,9.954835,3.8831844,7.610928,37282.54,31896.258,0.6,0.6,0.0,2.0,8.669949,17.28,186.98094,8.41,1.0356442
49.9354,-123.7903,312.3,1.0,1.0,2011-10-24,2109,Aqua,MODIS,0,6.03,273.0,15.2,D,0,53.0,10.1095,3.8595,7.31575,8.356739,1.4332957,5.4879646,37076.707,31456.852,1.9000001,1.9000001,0.0,7.0,7.928178,26.64,242.97849,7.7,0.91495365
49.498,-123.8022,314.6,1.7,1.3,2011-10-27,1954,Terra,MODIS,61,6.03,270.4,36.1,D,0,51.0,8.5595,4.7095,6.7803326,6.6675644,2.6215096,4.781956,36470.9,29937.13,0.2,0.2,0.0,2.0,7.5942073,17.64,203.19872,7.33,0.8311548
48.4057,-123.8353,309.4,1.6,1.2,2011-10-27,2139,Aqua,MODIS,65,6.03,278.1,23.0,D,0,51.0,8.5595,4.7095,6.7803326,6.6675644,2.6215096,4.781956,36470.9,29937.13,0.2,0.2,0.0,2.0,7.5942073,17.64,203.19872,7.33,0.8311548
49.4959,-123.811,310.2,1.6,1.3,2011-10-27,2140,Aqua,MODIS,42,6.03,278.5,22.6,D,0,51.0,8.5595,4.7095,6.7803326,6.6675644,2.6215096,4.781956,36470.9,29937.13,0.2,0.2,0.0,2.0,7.5942073,17.64,203.19872,7.33,0.8311548
49.5051,-123.8371,327.2,1.6,1.3,2011-10-27,2140,Aqua,MODIS,83,6.03,278.0,54.6,D,0,51.0,8.5595,4.7095,6.7803326,6.6675644,2.6215096,4.781956,36470.9,29937.13,0.2,0.2,0.0,2.0,7.5942073,17.64,203.19872,7.33,0.8311548
49.6238,-123.1829,313.6,1.7,1.3,2011-10-27,2140,Aqua,MODIS,56,6.03,276.3,37.3,D,0,51.0,8.5595,4.7095,6.7803326,6.6675644,2.6215096,4.781956,36470.9,29937.13,0.2,0.2,0.0,2.0,7.5942073,17.64,203.19872,7.33,0.8311548
49.4526,-123.6829,322.5,1.0,1.0,2011-10-31,1930,Terra,MODIS,82,6.03,281.7,25.4,D,0,51.0,8.8595,4.9595,7.0490837,5.4379444,2.879315,4.2437663,35678.605,30579.154,0.1,0.1,0.0,1.0,18.057508,41.760002,261.71603,7.79,0.9576803
48.9796,-123.8805,319.7,1.0,1.0,2011-10-31,1930,Terra,MODIS,80,6.03,280.1,22.7,D,0,51.0,8.8595,4.9595,7.0490837,5.4379444,2.879315,4.2437663,35678.605,30579.154,0.1,0.1,0.0,1.0,18.057508,41.760002,261.71603,7.79,0.9576803
48.9773,-123.8665,323.6,1.0,1.0,2011-10-31,1930,Terra,MODIS,82,6.03,280.3,26.8,D,0,51.0,8.8595,4.9595,7.0490837,5.4379444,2.879315,4.2437663,35678.605,30579.154,0.1,0.1,0.0,1.0,18.057508,41.760002,261.71603,7.79,0.9576803
48.3984,-123.706,305.6,1.1,1.0,2011-10-31,1930,Terra,MODIS,54,6.03,282.6,10.8,D,0,51.0,8.8595,4.9595,7.0490837,5.4379444,2.879315,4.2437663,35678.605,30579.154,0.1,0.1,0.0,1.0,18.057508,41.760002,261.71603,7.79,0.9576803
48.979,-123.8691,338.4,1.0,1.0,2011-10-31,2115,Aqua,MODIS,91,6.03,281.0,45.0,D,0,51.0,8.8595,4.9595,7.0490837,5.4379444,2.879315,4.2437663,35678.605,30579.154,0.1,0.1,0.0,1.0,18.057508,41.760002,261.71603,7.79,0.9576803
48.9771,-123.8827,353.3,1.0,1.0,2011-10-31,2115,Aqua,MODIS,97,6.03,282.7,74.2,D,0,51.0,8.8595,4.9595,7.0490837,5.4379444,2.879315,4.2437663,35678.605,30579.154,0.1,0.1,0.0,1.0,18.057508,41.760002,261.71603,7.79,0.9576803
49.4479,-123.6877,344.9,1.0,1.0,2011-10-31,2115,Aqua,MODIS,82,6.03,283.3,56.4,D,0,51.0,8.8595,4.9595,7.0490837,5.4379444,2.879315,4.2437663,35678.605,30579.154,0.1,0.1,0.0,1.0,18.057508,41.760002,261.71603,7.79,0.9576803
49.4461,-123.7014,303.4,1.0,1.0,2011-10-31,2115,Aqua,MODIS,0,6.03,282.8,7.8,D,0,51.0,8.8595,4.9595,7.0490837,5.4379444,2.879315,4.2437663,35678.605,30579.154,0.1,0.1,0.0,1.0,18.057508,41.760002,261.71603,7.79,0.9576803
48.7206,-123.6772,313.8,1.1,1.0,2012-04-26,2104,Aqua,MODIS,49,6.03,285.6,14.0,D,0,61.0,11.8595,7.2595,9.5845,9.011433,4.618182,7.5883236,51829.895,23419.178,19.600002,19.600002,0.0,16.0,8.287822,33.839996,192.43953,11.59,1.7591199
49.1721,-122.6712,311.9,2.0,1.4,2012-07-25,1955,Terra,MODIS,70,6.03,298.3,18.6,D,2,3.0,23.209501,12.1095,18.674082,25.613707,12.389643,20.002954,55504.277,51040.168,0.0,0.0,0.0,0.0,6.2145634,20.16,235.96777,26.15,4.3886995
48.6679,-123.4173,316.2,1.2,1.1,2012-08-02,1906,Terra,MODIS,0,6.03,295.2,11.4,D,0,3.0,20.0095,14.409499,17.080332,19.944256,14.117487,17.032557,54188.82,48266.2,0.0,0.0,0.0,0.0,8.217153,24.119999,165.87675,16.87,2.925094
49.4051,-123.5182,306.0,1.5,1.2,2012-08-03,1949,Terra,MODIS,0,6.03,296.0,10.6,D,0,3.0,24.459501,13.5595,19.378248,25.854343,13.751938,20.391514,54016.203,49019.88,0.0,0.0,0.0,0.0,9.531505,25.56,322.16522,26.4,4.620275
49.1758,-122.6671,307.5,2.0,1.4,2012-08-10,1955,Terra,MODIS,40,6.03,294.4,11.0,D,2,3.0,22.4095,12.8095,17.761583,23.36284,12.822205,18.344927,52731.387,47103.71,0.0,0.0,0.0,0.0,8.766573,25.199999,212.64456,24.27,4.030981
48.6268,-123.8214,320.9,1.2,1.1,2012-09-22,1937,Terra,MODIS,80,6.03,291.2,23.9,D,0,3.0,16.6595,11.2595,13.409497,15.190231,10.574665,12.449635,43764.316,36089.754,0.0,0.0,0.0,0.0,6.28713,18.72,165.31796,13.15,2.0141053
48.6273,-123.8189,325.2,1.1,1.0,2012-09-22,2121,Aqua,MODIS,84,6.03,292.6,25.2,D,0,3.0,16.6595,11.2595,13.409497,15.190231,10.574665,12.449635,43764.316,36089.754,0.0,0.0,0.0,0.0,6.28713,18.72,165.31796,13.15,2.0141053
48.6255,-123.8333,302.5,1.1,1.0,2012-09-22,2121,Aqua,MODIS,52,6.03,291.8,5.3,D,0,3.0,16.6595,11.2595,13.409497,15.190231,10.574665,12.449635,43764.316,36089.754,0.0,0.0,0.0,0.0,6.28713,18.72,165.31796,13.15,2.0141053
48.6313,-123.8099,300.5,1.5,1.2,2012-09-23,1054,Aqua,MODIS,29,6.03,280.7,14.9,N,0,0.0,18.0095,10.409499,14.313666,17.337471,9.344535,13.37294,43545.805,39849.504,0.0,0.0,0.0,0.0,7.145796,20.519999,189.46228,16.29,2.4465053
48.4146,-123.9523,335.7,1.7,1.3,2012-10-23,1854,Terra,MODIS,66,6.03,279.6,83.7,D,0,53.0,8.0595,4.8595,6.3199177,4.6986465,2.596511,3.5267513,37140.562,25235.584,4.1,4.1,0.0,14.0,12.303366,28.08,83.36491,5.67,0.8926871
48.4127,-123.9298,332.5,1.6,1.3,2012-10-23,1854,Terra,MODIS,70,6.03,279.1,73.8,D,0,53.0,8.0595,4.8595,6.3199177,4.6986465,2.596511,3.5267513,37140.562,25235.584,4.1,4.1,0.0,14.0,12.303366,28.08,83.36491,5.67,0.8926871
49.9945,-123.9332,315.5,1.1,1.1,2012-10-28,2057,Aqua,MODIS,57,6.03,279.1,21.3,D,0,55.0,11.909499,7.1095,9.411583,10.334228,5.697442,8.014241,36123.062,19296.393,2.7000003,2.7000003,0.0,8.0,11.119281,22.68,106.92757,5.67,0.75559235
48.6216,-123.5863,307.2,1.6,1.2,2012-11-07,1949,Terra,MODIS,65,6.03,278.0,20.7,D,0,53.0,8.6095,5.3595,6.917832,6.6457443,2.7978773,4.566088,34173.547,28857.379,1.8000001,1.8000001,0.0,7.0,9.931042,37.079998,155.24663,5.99,0.71502936
48.6139,-123.583,328.0,1.4,1.2,2012-11-07,2133,Aqua,MODIS,70,6.03,278.8,43.4,D,0,53.0,8.6095,5.3595,6.917832,6.6457443,2.7978773,4.566088,34173.547,28857.379,1.8000001,1.8000001,0.0,7.0,9.931042,37.079998,155.24663,5.99,0.71502936
48.6244,-123.5838,329.7,1.4,1.2,2012-11-07,2133,Aqua,MODIS,61,6.03,279.8,45.8,D,0,53.0,8.6095,5.3595,6.917832,6.6457443,2.7978773,4.566088,34173.547,28857.379,1.8000001,1.8000001,0.0,7.0,9.931042,37.079998,155.24663,5.99,0.71502936
