latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,city,weather_latitude,weather_longitude,temperature_2m_max,temperature_2m_min,temperature_2m_mean,weather_code,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
53.6664,-116.0981,300.4,1.1,1.0,2006-01-03,2018,Aqua,MODIS,37,6.03,266.4,11.6,D,0,Edson,53.581,-116.439,-0.911,-11.061001,-7.263083,3.0,-5.079112,-15.688283,-11.705868,27424.322,21256.86,0.0,0.0,0.0,0.0,10.883676,16.199999,254.49893,3.44,0.26127976
53.1096,-116.1276,369.4,1.1,1.1,2006-01-19,2018,Aqua,MODIS,99,6.03,266.0,0.0,D,0,Edson,53.581,-116.439,-3.161,-12.361,-8.698501,71.0,-6.665084,-17.00865,-12.956857,29634.525,22549.48,0.3,0.0,0.56,2.0,9.659814,15.4800005,228.28926,3.74,0.28567007
53.1087,-116.1484,363.9,1.0,1.0,2006-01-24,1851,Terra,MODIS,0,6.03,272.6,103.7,D,0,Edson,53.581,-116.439,5.439,-3.861,-0.1068334,71.0,1.7960954,-8.172078,-3.9444573,30570.139,20833.922,0.1,0.0,0.07,1.0,13.891522,36.0,217.89644,4.64,0.5534
53.1066,-116.1334,357.2,1.0,1.0,2006-01-24,1851,Terra,MODIS,75,6.03,272.8,86.2,D,0,Edson,53.581,-116.439,5.439,-3.861,-0.1068334,71.0,1.7960954,-8.172078,-3.9444573,30570.139,20833.922,0.1,0.0,0.07,1.0,13.891522,36.0,217.89644,4.64,0.5534
53.9931,-116.4935,319.8,2.9,1.6,2006-02-01,2126,Aqua,MODIS,72,6.03,274.4,105.2,D,0,Edson,53.581,-116.439,2.4390001,-6.861,-2.4714167,71.0,-0.9050405,-10.8025,-6.42357,32227.53,24489.07,0.2,0.0,0.14,2.0,13.138765,25.919998,240.23303,5.66,0.6504932
53.9948,-116.5026,318.3,2.9,1.6,2006-02-01,2126,Aqua,MODIS,69,6.03,274.6,99.2,D,0,Edson,53.581,-116.439,2.4390001,-6.861,-2.4714167,71.0,-0.9050405,-10.8025,-6.42357,32227.53,24489.07,0.2,0.0,0.14,2.0,13.138765,25.919998,240.23303,5.66,0.6504932
53.9863,-116.4806,323.1,1.0,1.0,2006-02-02,2030,Aqua,MODIS,82,6.03,274.1,25.7,D,0,Edson,53.581,-116.439,2.9390001,-7.161,-3.3943331,71.0,-0.73559666,-11.590723,-7.6985,32450.918,27702.041,0.1,0.0,0.07,1.0,13.1041975,23.039999,240.29599,5.76,0.6646987
53.984,-116.4955,398.2,1.0,1.0,2006-02-02,2030,Aqua,MODIS,100,6.03,283.1,248.2,D,0,Edson,53.581,-116.439,2.9390001,-7.161,-3.3943331,71.0,-0.73559666,-11.590723,-7.6985,32450.918,27702.041,0.1,0.0,0.07,1.0,13.1041975,23.039999,240.29599,5.76,0.6646987
53.9818,-116.5104,332.3,1.0,1.0,2006-02-02,2030,Aqua,MODIS,88,6.03,276.5,34.9,D,0,Edson,53.581,-116.439,2.9390001,-7.161,-3.3943331,71.0,-0.73559666,-11.590723,-7.6985,32450.918,27702.041,0.1,0.0,0.07,1.0,13.1041975,23.039999,240.29599,5.76,0.6646987
53.9773,-116.5402,337.7,1.0,1.0,2006-02-02,2030,Aqua,MODIS,91,6.03,275.1,44.3,D,0,Edson,53.581,-116.439,2.9390001,-7.161,-3.3943331,71.0,-0.73559666,-11.590723,-7.6985,32450.918,27702.041,0.1,0.0,0.07,1.0,13.1041975,23.039999,240.29599,5.76,0.6646987
53.9751,-116.5551,317.0,1.0,1.0,2006-02-02,2030,Aqua,MODIS,77,6.03,274.3,19.6,D,0,Edson,53.581,-116.439,2.9390001,-7.161,-3.3943331,71.0,-0.73559666,-11.590723,-7.6985,32450.918,27702.041,0.1,0.0,0.07,1.0,13.1041975,23.039999,240.29599,5.76,0.6646987
53.9861,-116.5441,301.9,1.0,1.0,2006-02-02,2030,Aqua,MODIS,40,6.03,273.5,8.3,D,0,Edson,53.581,-116.439,2.9390001,-7.161,-3.3943331,71.0,-0.73559666,-11.590723,-7.6985,32450.918,27702.041,0.1,0.0,0.07,1.0,13.1041975,23.039999,240.29599,5.76,0.6646987
54.0696,-116.3271,313.0,1.5,1.2,2006-02-05,2101,Aqua,MODIS,69,6.03,266.2,33.9,D,0,Edson,53.581,-116.439,-1.861,-10.661,-5.0630836,3.0,-7.966427,-15.21088,-10.2677355,33136.61,28508.832,0.0,0.0,0.0,0.0,20.696087,51.48,316.2646,6.51,0.7139406
54.0676,-116.351,305.7,1.5,1.2,2006-02-05,2101,Aqua,MODIS,54,6.03,265.8,23.9,D,0,Edson,53.581,-116.439,-1.861,-10.661,-5.0630836,3.0,-7.966427,-15.21088,-10.2677355,33136.61,28508.832,0.0,0.0,0.0,0.0,20.696087,51.48,316.2646,6.51,0.7139406
53.4901,-116.7579,327.3,1.0,1.0,2006-03-06,2031,Aqua,MODIS,0,6.03,268.3,31.7,D,0,Edson,53.581,-116.439,4.989,-16.011,-4.4193335,3.0,0.7921705,-20.779179,-8.48339,40296.504,35771.465,0.0,0.0,0.0,0.0,13.202726,23.039999,115.98429,12.54,1.2414303
53.4807,-116.6071,313.6,2.8,1.6,2006-03-19,1953,Terra,MODIS,64,6.03,266.9,80.0,D,0,Edson,53.581,-116.439,-2.5609999,-18.111,-10.152667,3.0,-7.3737297,-22.608784,-14.766486,43637.15,39582.066,0.0,0.0,0.0,0.0,13.363711,30.960001,97.577934,16.32,1.07887
53.1054,-116.1561,314.3,2.6,1.6,2006-05-15,1809,Terra,MODIS,60,6.03,296.1,46.6,D,0,Edson,53.581,-116.439,21.989,3.589,13.770249,3.0,20.511496,0.18323612,11.418625,57355.633,52306.016,0.0,0.0,0.0,0.0,13.493999,27.359999,110.91265,28.0,5.028161
53.1013,-116.1637,311.7,2.6,1.6,2006-05-15,1809,Terra,MODIS,64,6.03,296.2,38.6,D,0,Edson,53.581,-116.439,21.989,3.589,13.770249,3.0,20.511496,0.18323612,11.418625,57355.633,52306.016,0.0,0.0,0.0,0.0,13.493999,27.359999,110.91265,28.0,5.028161
53.0995,-116.1249,306.7,2.6,1.6,2006-05-15,1809,Terra,MODIS,45,6.03,293.8,23.3,D,0,Edson,53.581,-116.439,21.989,3.589,13.770249,3.0,20.511496,0.18323612,11.418625,57355.633,52306.016,0.0,0.0,0.0,0.0,13.493999,27.359999,110.91265,28.0,5.028161
53.1032,-116.1402,311.1,2.5,1.5,2006-05-15,1947,Terra,MODIS,63,6.03,296.7,30.6,D,0,Edson,53.581,-116.439,21.989,3.589,13.770249,3.0,20.511496,0.18323612,11.418625,57355.633,52306.016,0.0,0.0,0.0,0.0,13.493999,27.359999,110.91265,28.0,5.028161
53.0974,-116.1496,311.6,2.5,1.5,2006-05-15,1947,Terra,MODIS,64,6.03,296.9,33.7,D,0,Edson,53.581,-116.439,21.989,3.589,13.770249,3.0,20.511496,0.18323612,11.418625,57355.633,52306.016,0.0,0.0,0.0,0.0,13.493999,27.359999,110.91265,28.0,5.028161
53.2109,-116.8033,309.2,1.0,1.0,2006-06-24,1858,Terra,MODIS,64,6.03,294.9,6.1,D,0,Edson,53.581,-116.439,23.539,7.539,17.003582,3.0,23.012268,5.524415,16.360502,61366.113,56149.83,0.0,0.0,0.0,0.0,7.5685663,18.359999,229.93927,29.92,5.2100844
53.2519,-116.4214,320.9,1.1,1.0,2006-06-24,2044,Aqua,MODIS,78,6.03,296.6,17.0,D,0,Edson,53.581,-116.439,23.539,7.539,17.003582,3.0,23.012268,5.524415,16.360502,61366.113,56149.83,0.0,0.0,0.0,0.0,7.5685663,18.359999,229.93927,29.92,5.2100844
53.2538,-116.4058,324.7,1.1,1.0,2006-06-24,2044,Aqua,MODIS,81,6.03,295.7,21.4,D,0,Edson,53.581,-116.439,23.539,7.539,17.003582,3.0,23.012268,5.524415,16.360502,61366.113,56149.83,0.0,0.0,0.0,0.0,7.5685663,18.359999,229.93927,29.92,5.2100844
53.2065,-116.8105,300.4,1.1,1.1,2006-06-29,546,Terra,MODIS,26,6.03,284.3,7.1,N,0,Edson,53.581,-116.439,23.189,11.789,17.001501,3.0,22.372013,9.191406,15.265995,61169.535,51426.13,0.0,0.0,0.0,0.0,14.8257065,32.399998,283.57043,29.13,5.3524847
53.0948,-116.2382,317.8,1.2,1.1,2006-07-05,1840,Terra,MODIS,70,6.03,303.2,15.2,D,0,Edson,53.581,-116.439,27.439,15.438999,21.782751,3.0,27.656849,14.804329,21.836142,60730.363,53605.258,0.0,0.0,0.0,0.0,10.948973,27.0,326.74564,28.08,5.7574506
53.0853,-116.2446,314.0,1.0,1.0,2006-07-05,2026,Aqua,MODIS,54,6.03,295.7,8.0,D,0,Edson,53.581,-116.439,27.439,15.438999,21.782751,3.0,27.656849,14.804329,21.836142,60730.363,53605.258,0.0,0.0,0.0,0.0,10.948973,27.0,326.74564,28.08,5.7574506
53.209,-116.7217,304.9,1.0,1.0,2006-07-19,1852,Terra,MODIS,31,6.03,292.8,3.8,D,0,Edson,53.581,-116.439,21.189,8.738999,15.897335,3.0,20.854515,7.121811,14.928001,58889.9,45762.62,0.0,0.0,0.0,0.0,9.531505,21.96,176.22778,23.4,4.1627784
53.5627,-116.5594,300.3,1.3,1.1,2006-07-22,552,Terra,MODIS,25,6.03,287.5,7.4,N,0,Edson,53.581,-116.439,31.389,15.389,23.997335,3.0,32.57732,15.413935,25.15004,58380.74,52715.59,0.0,0.0,0.0,0.0,7.9932976,19.44,277.23682,25.99,5.3330255
53.196,-116.766,310.7,3.8,1.8,2006-07-23,2005,Terra,MODIS,67,6.03,293.6,42.2,D,0,Edson,53.581,-116.439,30.639,16.289,23.891085,51.0,31.327774,17.086823,24.919968,58204.723,52404.227,0.2,0.2,0.0,1.0,8.913181,21.96,245.43283,25.25,5.2922854
53.2116,-116.8167,316.0,3.8,1.8,2006-07-23,2005,Terra,MODIS,74,6.03,293.2,71.1,D,0,Edson,53.581,-116.439,30.639,16.289,23.891085,51.0,31.327774,17.086823,24.919968,58204.723,52404.227,0.2,0.2,0.0,1.0,8.913181,21.96,245.43283,25.25,5.2922854
53.2092,-116.806,323.0,1.3,1.1,2006-07-23,2014,Aqua,MODIS,78,6.03,298.6,22.9,D,0,Edson,53.581,-116.439,30.639,16.289,23.891085,51.0,31.327774,17.086823,24.919968,58204.723,52404.227,0.2,0.2,0.0,1.0,8.913181,21.96,245.43283,25.25,5.2922854
53.2055,-116.8248,315.5,1.3,1.1,2006-07-23,2014,Aqua,MODIS,68,6.03,298.9,12.5,D,0,Edson,53.581,-116.439,30.639,16.289,23.891085,51.0,31.327774,17.086823,24.919968,58204.723,52404.227,0.2,0.2,0.0,1.0,8.913181,21.96,245.43283,25.25,5.2922854
53.3065,-116.687,300.9,1.1,1.1,2006-08-13,1846,Terra,MODIS,26,6.03,290.1,2.1,D,0,Edson,53.581,-116.439,23.239,9.438999,16.336916,2.0,21.502388,7.2578173,14.870379,53817.504,49302.08,0.0,0.0,0.0,0.0,10.823973,28.44,258.07925,22.05,4.027848
53.1306,-116.0195,315.3,2.6,1.5,2006-11-07,1947,Terra,MODIS,76,6.03,275.4,73.0,D,0,Edson,53.581,-116.439,5.689,-8.461,-2.146417,71.0,2.735283,-12.967985,-5.7126164,32666.309,27938.807,1.1,1.0,0.07,2.0,12.88981,27.359999,201.63097,6.72,0.58934104
53.1385,-116.0207,304.9,2.6,1.5,2006-11-07,1947,Terra,MODIS,60,6.03,275.4,40.3,D,0,Edson,53.581,-116.439,5.689,-8.461,-2.146417,71.0,2.735283,-12.967985,-5.7126164,32666.309,27938.807,1.1,1.0,0.07,2.0,12.88981,27.359999,201.63097,6.72,0.58934104
53.1259,-116.0305,305.6,2.6,1.5,2006-11-07,1947,Terra,MODIS,62,6.03,274.9,42.0,D,0,Edson,53.581,-116.439,5.689,-8.461,-2.146417,71.0,2.735283,-12.967985,-5.7126164,32666.309,27938.807,1.1,1.0,0.07,2.0,12.88981,27.359999,201.63097,6.72,0.58934104
53.1292,-116.0299,327.5,1.9,1.3,2006-11-07,1956,Aqua,MODIS,85,6.03,275.5,75.4,D,0,Edson,53.581,-116.439,5.689,-8.461,-2.146417,71.0,2.735283,-12.967985,-5.7126164,32666.309,27938.807,1.1,1.0,0.07,2.0,12.88981,27.359999,201.63097,6.72,0.58934104
53.1331,-116.0399,323.0,1.9,1.3,2006-11-07,1956,Aqua,MODIS,82,6.03,275.2,64.7,D,0,Edson,53.581,-116.439,5.689,-8.461,-2.146417,71.0,2.735283,-12.967985,-5.7126164,32666.309,27938.807,1.1,1.0,0.07,2.0,12.88981,27.359999,201.63097,6.72,0.58934104
53.1649,-116.7745,316.8,2.0,1.4,2006-11-07,1956,Aqua,MODIS,77,6.03,274.8,55.0,D,0,Edson,53.581,-116.439,5.689,-8.461,-2.146417,71.0,2.735283,-12.967985,-5.7126164,32666.309,27938.807,1.1,1.0,0.07,2.0,12.88981,27.359999,201.63097,6.72,0.58934104
53.1675,-116.7705,310.0,3.3,1.7,2006-11-07,2134,Aqua,MODIS,15,6.03,271.9,74.8,D,0,Edson,53.581,-116.439,5.689,-8.461,-2.146417,71.0,2.735283,-12.967985,-5.7126164,32666.309,27938.807,1.1,1.0,0.07,2.0,12.88981,27.359999,201.63097,6.72,0.58934104
53.9898,-116.6494,323.2,1.1,1.1,2006-11-17,1846,Terra,MODIS,82,6.03,270.6,32.4,D,0,Edson,53.581,-116.439,3.089,-5.411,-1.9089166,3.0,-1.57093,-10.250959,-6.7896404,30547.47,25285.213,0.0,0.0,0.0,0.0,18.391737,35.28,223.71434,5.31,0.75654894
53.8414,-116.2441,306.3,1.5,1.2,2006-11-18,1928,Terra,MODIS,28,6.03,269.7,20.9,D,0,Edson,53.581,-116.439,-0.111,-10.561001,-5.5339165,71.0,-3.3800993,-14.95462,-9.663194,30353.137,25228.33,0.0,0.0,0.14,0.0,12.218805,38.16,138.4137,5.22,0.357952
53.8234,-116.2002,304.2,1.5,1.2,2006-11-18,1928,Terra,MODIS,34,6.03,269.0,19.0,D,0,Edson,53.581,-116.439,-0.111,-10.561001,-5.5339165,71.0,-3.3800993,-14.95462,-9.663194,30353.137,25228.33,0.0,0.0,0.14,0.0,12.218805,38.16,138.4137,5.22,0.357952
53.8217,-116.2204,325.4,2.1,1.4,2006-11-18,2116,Aqua,MODIS,77,6.03,269.1,82.8,D,0,Edson,53.581,-116.439,-0.111,-10.561001,-5.5339165,71.0,-3.3800993,-14.95462,-9.663194,30353.137,25228.33,0.0,0.0,0.14,0.0,12.218805,38.16,138.4137,5.22,0.357952
53.8345,-116.2227,320.6,2.1,1.4,2006-11-18,2116,Aqua,MODIS,73,6.03,268.7,73.4,D,0,Edson,53.581,-116.439,-0.111,-10.561001,-5.5339165,71.0,-3.3800993,-14.95462,-9.663194,30353.137,25228.33,0.0,0.0,0.14,0.0,12.218805,38.16,138.4137,5.22,0.357952
53.8326,-116.2551,315.4,2.1,1.4,2006-11-18,2116,Aqua,MODIS,64,6.03,269.0,58.8,D,0,Edson,53.581,-116.439,-0.111,-10.561001,-5.5339165,71.0,-3.3800993,-14.95462,-9.663194,30353.137,25228.33,0.0,0.0,0.14,0.0,12.218805,38.16,138.4137,5.22,0.357952
53.8654,-116.178,322.5,1.2,1.1,2006-11-20,1916,Terra,MODIS,62,6.03,266.2,33.4,D,0,Edson,53.581,-116.439,1.089,-8.361,-3.9755833,3.0,-2.9083898,-13.443657,-8.385327,29978.096,22679.273,0.0,0.0,0.0,0.0,16.746773,34.56,227.49657,4.28,0.41100472
53.3144,-116.733,304.4,1.2,1.1,2006-11-20,1916,Terra,MODIS,51,6.03,268.6,14.4,D,0,Edson,53.581,-116.439,1.089,-8.361,-3.9755833,3.0,-2.9083898,-13.443657,-8.385327,29978.096,22679.273,0.0,0.0,0.0,0.0,16.746773,34.56,227.49657,4.28,0.41100472
53.3166,-116.7345,301.9,1.5,1.2,2006-11-20,2104,Aqua,MODIS,50,6.03,272.9,16.2,D,0,Edson,53.581,-116.439,1.089,-8.361,-3.9755833,3.0,-2.9083898,-13.443657,-8.385327,29978.096,22679.273,0.0,0.0,0.0,0.0,16.746773,34.56,227.49657,4.28,0.41100472
53.3505,-116.7204,306.7,1.5,1.2,2006-11-20,2104,Aqua,MODIS,64,6.03,273.3,21.7,D,0,Edson,53.581,-116.439,1.089,-8.361,-3.9755833,3.0,-2.9083898,-13.443657,-8.385327,29978.096,22679.273,0.0,0.0,0.0,0.0,16.746773,34.56,227.49657,4.28,0.41100472
53.3486,-116.7422,318.8,1.5,1.2,2006-11-20,2104,Aqua,MODIS,79,6.03,273.3,37.8,D,0,Edson,53.581,-116.439,1.089,-8.361,-3.9755833,3.0,-2.9083898,-13.443657,-8.385327,29978.096,22679.273,0.0,0.0,0.0,0.0,16.746773,34.56,227.49657,4.28,0.41100472
53.8599,-116.2016,314.1,1.6,1.2,2006-11-20,2104,Aqua,MODIS,70,6.03,272.1,34.0,D,0,Edson,53.581,-116.439,1.089,-8.361,-3.9755833,3.0,-2.9083898,-13.443657,-8.385327,29978.096,22679.273,0.0,0.0,0.0,0.0,16.746773,34.56,227.49657,4.28,0.41100472
53.5274,-116.1187,314.9,1.4,1.2,2006-12-05,1833,Terra,MODIS,71,6.03,267.4,30.0,D,0,Edson,53.581,-116.439,0.139,-9.061001,-3.4485006,3.0,-4.919465,-13.3955345,-8.418208,27732.314,22179.68,0.0,0.0,0.0,0.0,16.93531,34.56,275.62592,3.78,0.52806973
53.5204,-116.1052,301.0,1.4,1.2,2006-12-05,1833,Terra,MODIS,16,6.03,267.8,13.9,D,0,Edson,53.581,-116.439,0.139,-9.061001,-3.4485006,3.0,-4.919465,-13.3955345,-8.418208,27732.314,22179.68,0.0,0.0,0.0,0.0,16.93531,34.56,275.62592,3.78,0.52806973
53.5263,-116.1148,337.0,1.1,1.0,2006-12-05,2021,Aqua,MODIS,85,6.03,270.3,49.7,D,0,Edson,53.581,-116.439,0.139,-9.061001,-3.4485006,3.0,-4.919465,-13.3955345,-8.418208,27732.314,22179.68,0.0,0.0,0.0,0.0,16.93531,34.56,275.62592,3.78,0.52806973
53.359,-116.0784,321.3,1.6,1.2,2006-12-06,2104,Aqua,MODIS,64,6.03,268.9,45.6,D,0,Edson,53.581,-116.439,-3.761,-8.661,-6.5880833,71.0,-8.3597355,-12.589274,-10.720253,27622.67,21173.826,0.2,0.0,0.21000001,2.0,12.24,22.319998,178.83682,3.41,0.19477628
53.9159,-116.7674,313.9,3.0,1.7,2006-12-07,1959,Terra,MODIS,74,6.03,276.1,82.1,D,0,Edson,53.581,-116.439,4.239,-3.661,-1.0359998,3.0,1.0555162,-8.10269,-5.0444183,27519.447,19281.844,0.0,0.0,0.0,0.0,12.768586,22.319998,235.00786,3.3,0.32052374
53.9168,-116.7741,313.9,3.0,1.7,2006-12-07,1959,Terra,MODIS,74,6.03,276.2,81.4,D,0,Edson,53.581,-116.439,4.239,-3.661,-1.0359998,3.0,1.0555162,-8.10269,-5.0444183,27519.447,19281.844,0.0,0.0,0.0,0.0,12.768586,22.319998,235.00786,3.3,0.32052374
53.9173,-116.788,321.6,1.4,1.2,2006-12-07,2009,Aqua,MODIS,81,6.03,276.8,40.0,D,0,Edson,53.581,-116.439,4.239,-3.661,-1.0359998,3.0,1.0555162,-8.10269,-5.0444183,27519.447,19281.844,0.0,0.0,0.0,0.0,12.768586,22.319998,235.00786,3.3,0.32052374
53.9455,-116.7256,327.4,1.0,1.0,2006-12-10,2039,Aqua,MODIS,85,6.03,273.0,31.2,D,0,Edson,53.581,-116.439,1.2390001,-6.561,-3.8214166,3.0,-2.1254842,-10.853302,-7.5609436,27250.879,21201.607,0.0,0.0,0.0,0.0,10.739832,16.199999,200.58795,3.16,0.24154145
53.9543,-116.7291,343.1,1.0,1.0,2006-12-10,2039,Aqua,MODIS,93,6.03,273.4,54.2,D,0,Edson,53.581,-116.439,1.2390001,-6.561,-3.8214166,3.0,-2.1254842,-10.853302,-7.5609436,27250.879,21201.607,0.0,0.0,0.0,0.0,10.739832,16.199999,200.58795,3.16,0.24154145
53.9522,-116.7443,344.5,1.0,1.0,2006-12-10,2039,Aqua,MODIS,94,6.03,274.1,56.7,D,0,Edson,53.581,-116.439,1.2390001,-6.561,-3.8214166,3.0,-2.1254842,-10.853302,-7.5609436,27250.879,21201.607,0.0,0.0,0.0,0.0,10.739832,16.199999,200.58795,3.16,0.24154145
53.9657,-116.0358,311.6,1.0,1.0,2006-12-12,2027,Aqua,MODIS,72,6.03,270.7,16.8,D,0,Edson,53.581,-116.439,1.889,-7.061,-2.1401668,3.0,-3.364776,-11.841604,-6.8385224,27108.695,15055.504,0.0,0.0,0.0,0.0,16.563911,38.88,234.29745,2.65,0.4871486
53.9274,-116.7285,354.4,1.0,1.0,2006-12-12,2027,Aqua,MODIS,98,6.03,273.6,82.9,D,0,Edson,53.581,-116.439,1.889,-7.061,-2.1401668,3.0,-3.364776,-11.841604,-6.8385224,27108.695,15055.504,0.0,0.0,0.0,0.0,16.563911,38.88,234.29745,2.65,0.4871486
53.9248,-116.7438,341.1,1.0,1.0,2006-12-12,2027,Aqua,MODIS,92,6.03,273.6,53.9,D,0,Edson,53.581,-116.439,1.889,-7.061,-2.1401668,3.0,-3.364776,-11.841604,-6.8385224,27108.695,15055.504,0.0,0.0,0.0,0.0,16.563911,38.88,234.29745,2.65,0.4871486
53.9053,-116.7718,313.6,1.7,1.3,2006-12-13,2110,Aqua,MODIS,70,6.03,273.2,38.5,D,0,Edson,53.581,-116.439,-0.011,-8.911,-4.0068336,71.0,-3.3017094,-13.8133545,-8.207381,27048.984,16207.695,0.5,0.2,0.28,3.0,13.570615,35.64,209.80902,2.82,0.33620426
53.9122,-116.7788,319.8,1.7,1.3,2006-12-13,2110,Aqua,MODIS,45,6.03,273.2,45.3,D,0,Edson,53.581,-116.439,-0.011,-8.911,-4.0068336,71.0,-3.3017094,-13.8133545,-8.207381,27048.984,16207.695,0.5,0.2,0.28,3.0,13.570615,35.64,209.80902,2.82,0.33620426
53.9235,-116.5667,306.6,2.1,1.4,2006-12-20,2116,Aqua,MODIS,64,6.03,274.0,35.1,D,0,Edson,53.581,-116.439,1.589,-10.161,-6.5589166,3.0,-1.8597946,-14.794354,-11.002403,26823.562,21060.086,0.0,0.0,0.0,0.0,11.013882,15.84,212.59425,3.3,0.2981702
53.8998,-116.5183,305.2,1.1,1.1,2006-12-22,1916,Terra,MODIS,61,6.03,269.5,14.5,D,0,Edson,53.581,-116.439,-1.211,-10.161,-6.4943333,3.0,-6.2893767,-15.066973,-11.528732,26821.7,21057.824,0.0,0.0,0.0,0.0,17.462782,36.36,250.99861,3.47,0.39836952
53.8936,-116.5398,303.7,1.1,1.1,2006-12-22,1916,Terra,MODIS,57,6.03,269.9,13.0,D,0,Edson,53.581,-116.439,-1.211,-10.161,-6.4943333,3.0,-6.2893767,-15.066973,-11.528732,26821.7,21057.824,0.0,0.0,0.0,0.0,17.462782,36.36,250.99861,3.47,0.39836952
53.8905,-116.523,329.5,1.1,1.1,2006-12-22,1916,Terra,MODIS,86,6.03,269.8,41.1,D,0,Edson,53.581,-116.439,-1.211,-10.161,-6.4943333,3.0,-6.2893767,-15.066973,-11.528732,26821.7,21057.824,0.0,0.0,0.0,0.0,17.462782,36.36,250.99861,3.47,0.39836952
53.3617,-116.2909,305.5,1.2,1.1,2006-12-22,1917,Terra,MODIS,62,6.03,266.8,16.0,D,0,Edson,53.581,-116.439,-1.211,-10.161,-6.4943333,3.0,-6.2893767,-15.066973,-11.528732,26821.7,21057.824,0.0,0.0,0.0,0.0,17.462782,36.36,250.99861,3.47,0.39836952
53.3586,-116.2817,321.7,1.5,1.2,2006-12-22,2104,Aqua,MODIS,81,6.03,270.1,46.2,D,0,Edson,53.581,-116.439,-1.211,-10.161,-6.4943333,3.0,-6.2893767,-15.066973,-11.528732,26821.7,21057.824,0.0,0.0,0.0,0.0,17.462782,36.36,250.99861,3.47,0.39836952
53.3567,-116.3044,362.4,1.5,1.2,2006-12-22,2104,Aqua,MODIS,100,6.03,273.7,182.0,D,0,Edson,53.581,-116.439,-1.211,-10.161,-6.4943333,3.0,-6.2893767,-15.066973,-11.528732,26821.7,21057.824,0.0,0.0,0.0,0.0,17.462782,36.36,250.99861,3.47,0.39836952
53.8929,-116.5406,344.6,1.5,1.2,2006-12-22,2104,Aqua,MODIS,94,6.03,272.5,104.9,D,0,Edson,53.581,-116.439,-1.211,-10.161,-6.4943333,3.0,-6.2893767,-15.066973,-11.528732,26821.7,21057.824,0.0,0.0,0.0,0.0,17.462782,36.36,250.99861,3.47,0.39836952
53.9615,-116.0908,312.5,3.0,1.7,2007-01-03,2128,Aqua,MODIS,73,6.03,272.4,83.9,D,0,Edson,53.581,-116.439,2.389,-7.161,-0.9922499,3.0,-3.426642,-11.986118,-6.0053983,27390.834,21779.033,0.0,0.0,0.0,0.0,23.73271,53.639996,263.09253,3.67,0.77154326
53.9341,-116.559,306.0,1.5,1.2,2007-01-07,2104,Aqua,MODIS,54,6.03,270.7,20.7,D,0,Edson,53.581,-116.439,2.139,-8.861,-3.2276666,73.0,-3.6707766,-14.270722,-8.852481,27805.53,20904.037,1.1,0.0,0.84000003,6.0,30.85307,68.03999,247.27367,3.05,0.8486799
53.9578,-116.5404,329.9,1.5,1.2,2007-01-07,2104,Aqua,MODIS,77,6.03,272.3,58.1,D,0,Edson,53.581,-116.439,2.139,-8.861,-3.2276666,73.0,-3.6707766,-14.270722,-8.852481,27805.53,20904.037,1.1,0.0,0.84000003,6.0,30.85307,68.03999,247.27367,3.05,0.8486799
53.9687,-116.5428,321.3,1.5,1.2,2007-01-07,2104,Aqua,MODIS,81,6.03,272.3,44.4,D,0,Edson,53.581,-116.439,2.139,-8.861,-3.2276666,73.0,-3.6707766,-14.270722,-8.852481,27805.53,20904.037,1.1,0.0,0.84000003,6.0,30.85307,68.03999,247.27367,3.05,0.8486799
53.8915,-116.6718,308.4,2.9,1.6,2007-01-19,2129,Aqua,MODIS,67,6.03,272.3,65.0,D,0,Edson,53.581,-116.439,-0.81100005,-11.561001,-7.092251,3.0,-5.062516,-16.348923,-11.607463,29588.484,19195.486,0.0,0.0,0.0,0.0,12.429127,27.0,249.62646,4.41,0.36275914
53.1675,-116.1511,303.3,1.2,1.1,2007-01-23,546,Terra,MODIS,55,6.03,266.7,13.6,N,0,Edson,53.581,-116.439,3.389,-3.161,-1.3089167,51.0,0.56414986,-7.602313,-5.1453667,30312.367,15140.42,0.1,0.1,0.0,1.0,13.75558,25.199999,249.55247,3.55,0.38795033
54.0716,-116.4736,318.3,1.0,1.0,2007-01-25,534,Terra,MODIS,91,6.03,275.3,19.9,N,0,Edson,53.581,-116.439,5.189,-5.711,-0.6401667,1.0,0.36129093,-11.5021925,-5.8533134,30702.385,25706.752,0.0,0.0,0.0,0.0,21.175835,49.32,289.0506,5.25,0.82528234
53.6523,-116.0836,311.9,1.9,1.3,2007-06-01,1822,Terra,MODIS,66,6.03,297.6,17.8,D,0,Edson,53.581,-116.439,24.889,10.438999,18.836918,3.0,25.086227,9.007164,18.202017,60106.73,55072.95,0.0,0.0,0.0,0.0,11.609651,24.84,116.74516,27.13,5.070251
